form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00188177,3EBB2194BF74AED55B6,,,PAC,Blue Dog Political Action Committee,,,,,,PO Box 83142,,Gaithersburg,MD,20883,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00305318,Blue Dog Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00188177,67B21F7DE54F24997DF,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,F39AD6F7801AAD8A84D,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,11225,P2024,,2024-03-28,1500.00,,2024 Primary,011,C00415331,,H4NY11138,Clarke,Yvette,Diana,,,H,NY,09,,,,,,,,
SB23,C00188177,21A8EF65A0C177540F5,,,PAC,Congressional Black Caucus PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,20003,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,0C651CAE31E346C94D5,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,20003,O2024,Contribution,2024-03-04,2500.00,,2024 Contribution,011,C00550970,Equality PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,4B8099B2D7459F2A846,,,CCM,Friends Of Dusty Johnson,,,,,,PO Box 278,,Mitchell,SD,57301,P2024,,2024-03-28,2000.00,,2024 Primary,011,C00628917,,H8SD01055,Johnson,Dusty,,,,H,SD,01,,,,,,,,
SB23,C00188177,3F17996800610B14046,,,PAC,Generation Go Leadership PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,O2024,Contribution,2024-03-28,3500.00,,2024 Contribution,011,C00683250,Generation Go Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,A37A6E9B8FA08DEF5E5,,,PAC,Giving Willingly Empowering Nationally PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2024,Contribution,2024-03-28,2500.00,,2024 Contribution,011,C00431478,Giving Willingly Empowering Nationally PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,F522E3CA761EB524BBC,,,CCM,Hern For Congress,,,,,,9521B Riverside Pkwy,# 350,Tulsa,OK,74137,P2024,,2024-03-28,2000.00,,2024 Primary,011,C00636092,,H8OK01157,Hern,Kevin,R.,,,H,OK,01,,,,,,,,
SB23,C00188177,2B5DD562972B178DE8D,,,PAC,Johnson Leadership Fund,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2024,Contribution,2024-03-04,10000.00,,2024 Contribution,011,C00771246,Johnson Leadership Fund,,,,,,,,,,,,,,,,,
SB23,C00188177,C6957AB8F9462C8EF91,,,PTY,NRCC,,,,,,320 1st St SE,,Washington,DC,20003,O2024,Contribution,2024-03-04,10000.00,,Funds allocated from contribution to Johnson Leadership Fund C00771246,011,C00075820,NRCC,,,,,,,,,,,,,,,,X,
SB23,C00188177,E731C1CEDAFD1AB944B,,,CCM,"Lawler For Congress, Inc.",,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2024-03-04,2500.00,,2024 Primary,011,C00815415,,H2NY17162,Lawler,Michael,V.,,,H,NY,17,,,,,,,,
SB23,C00188177,8474932A9D03DA32173,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,P2024,,2024-03-02,1000.00,,2024 Primary,011,C00506832,,H2TX33073,Veasey,Marc,A.,,,H,TX,33,,,,,,,,
SB23,C00188177,DA01F53899B3EFC8E09,,,PAC,New Democrat Coalition Action Fund,,,,,,600 Pennsylvania Ave SE,Ste 410,Washington,DC,20003,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00409730,New Democrat Coalition Action Fund,,,,,,,,,,,,,,,,,
SB23,C00188177,76A76182EDC4057AEB3,,,PAC,Republican Governance Group/Tuesday Group PAC,,,,,,610 S Boulevard,,Tampa,FL,33606,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00433060,Republican Governance Group/Tuesday Group PAC,,,,,,,,,,,,,,,,,
SB23,C00188177,F163B80A30141CEC6D6,,,PAC,Republican Mainstreet Partnership PAC,,,,,,411 1st St SE,,Washington,DC,20003,O2024,Contribution,2024-03-04,5000.00,,2024 Contribution,011,C00165159,Republican Mainstreet Partnership PAC,,,,,,,,,,,,,,,,,
