form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00080135,EB6862,,,COM,"Calvert for Congress Committee, Ken",,,,,,PO Box 2438,,Corona,CA,92878,P2024,,2024-02-26,1000.00,,Political Contribution,011,C00257337,"Calvert for Congress Committee, Ken",,Calvert,Ken,,,,H,CA,41,,,,,,,,
SB23,C00080135,EB6823,,,COM,"Costa for Congress, Jim",,,,,,412 First Street SE Suite 100,,Washington,DC,20003,G2024,,2024-01-24,2500.00,,Political Contribution,011,C00391029,"Costa for Congress, Jim",,Costa,Jim,,,,H,CA,21,,,,,,,,
SB23,C00080135,EB6859,,,COM,"Costa for Congress, Jim",,,,,,412 First Street SE Suite 100,,Washington,DC,20003,G2024,,2024-02-20,1500.00,,Political Contribution,011,C00391029,"Costa for Congress, Jim",,Costa,Jim,,,,H,CA,21,,,,,,,,
SB23,C00080135,EB6855,,,COM,Defend the Dream PAC,,,,,,"777 S. Figueroa Street, Suite 4050",,Los Angeles,CA,90017,,,2024-02-15,5000.00,,Political Contribution,011,C00771238,Defend the Dream PAC,,PAC,Defend the Dream,,,,,,,,,,,,,,
SB23,C00080135,EB6829,,,COM,Farmers for the Valley PAC,,,,,,9460 Tegner Road,,Hilmar,CA,95324,,,2024-01-30,3300.00,,Political Contribution Allocated to John Duarte,011,C00831792,Farmers for the Valley PAC,,,,,,,,,,,,,,,,,
SB23,C00080135,XB24EB6829,EB6829,SB23,COM,"Duarte for Congress, John",,,,,,411 First Street SE,,Washington,DC,20003,G2024,,2024-01-30,800.00,,Political Contribution,,C00808279,"Duarte for Congress, John",,Duarte,John,,,,H,CA,13,Farmers for the Valley PAC,9460 Tegner Road,,Hilmar,CA,95324,X,
SB23,C00080135,XB25EB6829,EB6829,SB23,COM,"Duarte for Congress, John",,,,,,411 First Street SE,,Washington,DC,20003,P2024,,2024-01-30,2500.00,,Political Contribution,,C00808279,"Duarte for Congress, John",,Duarte,John,,,,H,CA,13,Farmers for the Valley PAC,9460 Tegner Road,,Hilmar,CA,95324,X,
SB23,C00080135,EB6831,,,COM,"Heinrich for Senate, Martin",,,,,,P.O. Box 25763,,Albuquerque,NM,87125,P2024,,2024-02-01,1500.00,,Political Contribution,011,C00434563,"Heinrich for Senate, Martin",,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00080135,EB6826,,,COM,"Issa for Congress, Darrell",,,,,,P.O. Box 368,,Falls Church,VA,22040,P2024,,2024-01-29,1500.00,,Political Contribution,011,C00721332,"Issa for Congress, Darrell",,Issa,Darrell,,,,H,CA,49,,,,,,,,
SB23,C00080135,EB6858,,,COM,"Lofgren for Congress, Zoe",,,,,,P.O. Box 913,,San Jose,CA,95113,P2024,,2024-02-16,2500.00,,Political Contribution,011,C00289603,"Lofgren for Congress, Zoe",,Lofgren,Zoe,,,,H,CA,19,,,,,,,,
SB23,C00080135,EB6854,,,COM,"Scott for Congress, David",,,,,,"412 First Street SE, Suite 100",,Washington,DC,20003,P2024,,2024-02-14,2500.00,,Political Contribution,011,C00369801,"Scott for Congress, David",,Scott,David,,,,H,GA,13,,,,,,,,
SB23,C00080135,EB6824,,,COM,"Thompson for Congress, Mike",,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,P2024,,2024-01-24,1000.00,,Political Contribution,011,C00326363,"Thompson for Congress, Mike",,Thompson,Mike,,,,H,CA,04,,,,,,,,
SB23,C00080135,EB6825,,,COM,"Thompson for Congress, Mike",,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,G2024,,2024-01-24,500.00,,Political Contribution,011,C00326363,"Thompson for Congress, Mike",,Thompson,Mike,,,,H,CA,04,,,,,,,,
SB23,C00080135,EB6864,,,CCM,Valadao for Congress,,,,,,2308 Mount Vernon Avenue Suite 337,,Alexandria,VA,22301,P2024,,2024-03-05,2000.00,,Political Contribution,011,C00499392,Valadao for Congress,,Valadao,David,,,,H,CA,21,,,,,,,,
