form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00627372,B856972,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-09-18,40.06,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B859083,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-10-17,50.06,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B861359,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-11-16,40.06,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B863512,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-12-18,40.06,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B850741,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-07-11,116.39,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B852297,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-08-07,81.39,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B853845,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-09-05,255.09,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B857504,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-10-17,158.89,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B859284,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-11-09,456.71,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00627372,B861678,,,ORG,Public Affairs Support Services Inc.,,,,,,1950 Roland Clarke Place Suite 300,,Reston,VA,20191,O2023,Not Applicable,2023-12-07,185.66,,Compliance/reporting/filing,001,,,,,,,,,,, ,,,,,,,,
