form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00835967,E-282,,,ORG,NEBO MEDIA,,,,,,PO BOX 9825,,ARLINGTON,VA,22219,P2024,,2024-06-04,152484.00,2024-05-31,152484.00,MEDIA PRODUCTION & ADVERTISEMENT,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-298,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-05,3637.40,2024-06-05,71965.23,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-299,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,R2024,RUNOFF-2024,2024-06-05,28327.83,2024-06-05,71965.23,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-301,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,P2024,,2024-06-05,21190.00,2024-06-07,212424.00,DIRECT MAIL SERVICES,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-303,,,ORG,MAJORITY STRATEGIES LLC,,,,,,PO BOX 679219,,DALLAS,TX,75267,P2024,,2024-06-05,38750.00,2024-06-07,212424.00,DIGITAL ADVERTISEMENT,,,O,H2CO05216,WILLIAMS,DAVID,,,,H,05,CO,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-305,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,R2024,RUNOFF-2024,2024-06-07,3637.40,2024-06-06,103930.46,TEXT MESSAGE SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-317,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,R2024,RUNOFF-2024,2024-06-07,28327.83,2024-06-07,103930.46,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-327,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-06-08,2868.28,2024-06-09,600794.68,TEXT MESSAGE SERVICES,,,O,H4ND00053,BECKER,RICK,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-341,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-06-10,2496.82,2024-06-10,605627.24,TEXT MESSAGE SERVICES,,,S,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-345,,,ORG,ALLIANCE FORGE CORPORATION,,,,,,5648 SPANDRELL CIRCLE,,SPARKS,NV,89436,P2024,,2024-06-10,2335.74,2024-06-10,605627.24,TEXT MESSAGE SERVICES,,,O,H4ND00053,BECKER,RICK,,,,H,00,ND,HASTIE,CHRISSIE,,,,2024-07-19,
SE,C00835967,E-359,,,ORG,GOLDFINCH PARTNERS LLC,,,,,,PO BOX 408,,BAYVILLE,NJ,08721,R2024,RUNOFF-2024,2024-06-10,28327.83,2024-06-17,132258.29,DIRECT MAIL SERVICES,,,S,H4GA03126,JACK,BRIAN,,,,H,03,GA,HASTIE,CHRISSIE,,,,2024-07-19,
