form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00489815,B890775,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,7374.25,2024-10-26,8065.81,Printing/Shipping,004,C00489815,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B891531,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-11-03,691.56,2024-11-03,8065.81,Printing/Shipping,004,C00489815,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B890780,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,3218.77,2024-10-26,3910.33,Printing/Shipping,004,C00489815,S,H4MD06340,Delaney,April,,,,H,06,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B891532,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-11-02,691.56,2024-11-03,3910.33,Printing/Shipping,004,C00489815,S,H4MD06340,Delaney,April,,,,H,06,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B890781,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,1646.71,2024-10-27,1646.71,Printing/Shipping,004,C00489815,S,H4MD03156,Elfreth,Sarah,,,,H,03,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B889694,,,ORG,GA Association of Educators,,,,,,100 Cresent Center Park,,Tucker,GA,30084,G2024,,2024-10-19,35445.00,2024-10-11,66170.74,Canvassing/Phone banks,007,C00489815,S,P00009423,Harris,Kamala,,,,P, ,DC,Clutter,Jennifer,,,,2024-12-05,
SE,C00489815,B890774,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,6404.18,2024-10-26,66170.74,Printing/Shipping,004,C00489815,S,P00009423,Harris,Kamala,,,,P, ,DC,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B891510,,,ORG,GA Association of Educators,,,,,,100 Cresent Center Park,,Tucker,GA,30084,G2024,,2024-11-01,23630.00,2024-11-02,66170.74,Canvassing/Phone banks,007,C00489815,S,P00009423,Harris,Kamala,,,,P, ,DC,Clutter,Jennifer,,,,2024-12-05,
SE,C00489815,B891530,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-11-02,691.56,2024-11-03,66170.74,Printing/Shipping,004,C00489815,S,P00009423,Harris,Kamala,,,,P, ,DC,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B890776,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,2140.65,2024-10-26,2140.65,Printing/Shipping,004,C00489815,S,H2MD05155,Hoyer,Steny,,,,H,05,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B890779,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,3215.50,2024-10-26,3215.50,Printing/Shipping,004,C00489815,S,H2MD04315,Ivey,Glenn,,,,H,04,MD,Clutter,Jennifer,,,,2024-12-05,X
SE,C00489815,B890777,,,ORG,Mittera,,,,,,5085 NE 17th Street,,Des Moines,IA,50313,G2024,,2024-10-26,3641.39,2024-10-26,3641.39,Printing/Shipping,004,C00489815,S,H6MD08457,Raskin,Jamie,,,,H,08,MD,Clutter,Jennifer,,,,2024-12-05,X
