form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00857144,SB22.I106034,,,CCM,WA-03 REPUBLICAN NOMINEE FUND 2024,,,,,,P.O. BOX 9891,,ARLINGTON ,VA,22219,,,2024-08-16,49.89,,TRANSFER OF NET PROCEEDS,,C00856708,,,,,,,,,,,  ,,,,,,,
SB22,C00857144,SB22.I106035,,,CCM,REDDY FOR KS-03 REPUBLICAN NOMINEE FUND 2024,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-08-21,1.00,,TRANSFER OF NET PROCEEDS,,C00856641,,H4KS03212,REDDY,PRASANTH,,DR.,,H,KS,03,  ,,,,,,,
SB22,C00857144,SB22.I106036,,,CCM,AK-AL REPUBLICAN NOMINEE FUND 2024,,,,,,P.O. BOX 9891,,ARLINGTON ,VA,22219,,,2024-08-27,23.77,,TRANSFER OF NET PROCEEDS,,C00856617,,,,,,,,,,,  ,,,,,,,
SB22,C00857144,SB22.I106100,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,,,2024-09-24,9631.37,,TRANSFER OF NET PROCEEDS,,C00496760,,H2NV02395,AMODEI,MARK ,EUGENE ,,,H,NV,02,  ,,,,,,,
SB22,C00857144,SB22.I106087,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,337428001,,,2024-09-24,5017.27,,TRANSFER OF NET PROCEEDS,,C00718239,,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,  ,,,,,,,
SB22,C00857144,SB22.I106096,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,337428001,,,2024-09-24,11470.72,,TRANSFER OF NET PROCEEDS,,C00718239,,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,  ,,,,,,,
SB22,C00857144,SB22.I106097,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,P.O BOX 811,,MARION,IA,52302,,,2024-09-24,17613.45,,TRANSFER OF NET PROCEEDS,,C00706267,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,01,  ,,,,,,,
SB22,C00857144,SB22.I106053,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,,,2024-09-24,3128.95,,TRANSFER OF NET PROCEEDS,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB22,C00857144,SB22.I106079,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,,,2024-09-24,41114.40,,TRANSFER OF NET PROCEEDS,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB22,C00857144,SB22.I106041,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,857405103,,,2024-09-24,7794.29,,TRANSFER OF NET PROCEEDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
