form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00688606,B851853,,,CCM,David Rouzer for Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,P2024,,2023-07-28,2500.00,,Contribution,011,C00501643,,H2NC07096,Rouzer,David,,,,H,NC,07,,,,,,,,
SB23,C00688606,B851856,,,COM,Reschenthaler Victory Fund,,,,,,824 S Milledge Ave Suite 101,,Athens,GA,30605,O2023,Not Applicable,2023-07-28,5000.00,,Contribution,011,,,,,,,,,,, ,,,,,,,,
SB23,C00688606,B855079,,,CCM,Dr. John Joyce for Congress,,,,,,1002 Logan Blvd Ste 114 #237,,Altoona,PA,16602,P2024,,2023-09-20,5000.00,,Contribution,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00688606,B855081,,,CCM,Jeff Duncan for Congress,,,,,,PO Box 845,,Laurens,SC,29360,P2024,,2023-09-20,3000.00,,Contribution,011,C00460550,,H0SC03077,Duncan,Jeff,,,,H,SC,03,,,,,,,,
SB23,C00688606,B855078,,,CCM,Manchin for West Virginia,,,,,,PO Box 5202,,Charleston,WV,25361,P2024,,2023-09-20,5000.00,,Contribution,011,C00486563,,S0WV00090,Manchin,Joseph,,,,S,WV, ,,,,,,,,
SB23,C00688606,B855084,,,CCM,Mercuri for Congress,,,,,,3000 Village Run Rd,,Wexford,PA,15090,P2024,,2023-09-20,3300.00,,Contribution,011,C00848150,,H4PA17166,Mercuri,Robert,W,,,H,PA,17,,,,,,,,
SB23,C00688606,B859377,,,CCM,Carol For Congress,,,,,,1316 12th Street,,Huntington,WV,25701,P2024,,2023-11-13,2500.00,,Contribution,011,C00653220,,H8WV03097,Miller,Carol,,,,H,WV,01,,,,,,,,
SB23,C00688606,B859378,,,PAC,Country Roads PAC,,,,,,PO Box 1387,,Charleston,WV,25325,O2023,Not Applicable,2023-11-13,5000.00,,Contribution,011,C00484402,,,,,,,,,, ,,,,,,,,
SB23,C00688606,B861532,,,CCM,Jim Justice for U.S. Senate,,,,,,3501 MacCorkle Ave. SE #131,,Charleston,WV,25304,P2024,,2023-12-07,5000.00,,Contribution,011,C00839100,,S4WV00332,Justice,Jim,,,,S,WV, ,,,,,,,,
SB23,C00688606,B862882,,,CCM,Pete Stauber for Congress,,,,,,23 West Central Entrance,,Duluth,MN,55811,P2024,,2023-12-20,5000.00,,Contribution,011,C00650697,,H8MN08043,Stauber,Pete,,,,H,MN,08,,,,,,,,
