form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00517235,500890520,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Committee,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00517235,500900040,,,CCM,Menendez for Congress,,,,,,123 Town Square Pl,# 515,Jersey City,NJ,073101756,P2024,,2023-12-21,2500.00,0.00,Contribution to Federal Committee,,C00799767,,,Menendez,Robert,J.,,,H,NJ,08,,,,,,,,
SB23,C00517235,500890521,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2023-09-29,3000.00,0.00,Contribution to Federal Committee,,C00412304,,,Tester,Jon,R.,,,S,MT,00,,,,,,,,
SB23,C00517235,500900041,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2023-12-21,5000.00,0.00,Contribution to Federal Committee,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,00,,,,,,,,
SB23,C00517235,500890522,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-09-29,2000.00,0.00,Contribution to Federal Committee,,C00412304,,,Tester,Jon,R.,,,S,MT,00,,,,,,,,
SB23,C00517235,500900042,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2023-12-21,5000.00,0.00,Contribution to Federal Committee,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB23,C00517235,500890523,,,CCM,Bob Casey for Senate Inc.,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2023-09-29,5000.00,0.00,Contribution to Federal Committee,,C00431056,,,Casey,Robert,P.,,Jr.,S,PA,00,,,,,,,,
SB23,C00517235,500900043,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,596241135,G2024,,2023-12-21,3000.00,0.00,Contribution to Federal Committee,,C00412304,,,Tester,Jon,R.,,,S,MT,00,,,,,,,,
SB23,C00517235,500890524,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-09-29,5000.00,0.00,Contribution to Federal Committee,,C00326801,,,Baldwin,Tammy,,,,S,WI,00,,,,,,,,
SB23,C00517235,500900034,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2023-12-21,5000.00,0.00,Contribution to Federal Committee,,C00431353,,,Klobuchar,Amy,,,,S,MN,00,,,,,,,,
