form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00167668,19710356,,,COM,Rucker for WV,,,,,,PO Box 507,,Harpers Ferry,WV,25425,,,2024-08-19,2800.00,0.00,"Patricia Rucker, STATE SENATE 17th WV",011,,,,Rucker,Patricia,,,,,,,,,,,,,,"Patricia Rucker, STATE SENATE 17th WV"
SB29,C00167668,19710358,,,COM,Linville for WV,,,,,,PO Box 475,,Milton,WV,25541,,,2024-08-19,2800.00,0.00,"Daniel Linville, STATE HOUSE 22nd WV",011,,,,Linville,Daniel,,WV Del.,,,,,,,,,,,,"Daniel Linville, STATE HOUSE 22nd WV"
SB29,C00167668,19710359,,,COM,Chris Rose for Senate,,,,,,PO Box 1120,,Granville,WV,26534,,,2024-08-19,2800.00,0.00,"Chris Rose, STATE SENATE 2nd WV",011,,,,Rose,Chris,,,,,,,,,,,,,,"Chris Rose, STATE SENATE 2nd WV"
SB29,C00167668,19710360,,,COM,Gino Chiarelli for WV House,,,,,,4206 Whisper Creek Drive,,Morgantown,WV,26508,,,2024-08-19,500.00,0.00,"Geno Chiarelli, STATE HOUSE 78th WV",011,,,,Chiarelli,Geno,,WV Del.,,,,,,,,,,,,"Geno Chiarelli, STATE HOUSE 78th WV"
SB29,C00167668,20045453,,,COM,Friends of Randy Smith,,,,,,442  Freeland Crosscut Road,,Terra Alta,WV,26764,,,2024-09-25,2800.00,0.00,"Randy Smith, STATE SENATE 14th WV",011,,,,Smith,Randy,E.,,,,,,,,,,,,,"Randy Smith, STATE SENATE 14th WV"
SB29,C00167668,20045455,,,COM,WMA MINEPAC,,,,,,1401 Airport Parkway,Suite 230,Cheyenne,WY,82001,,,2024-09-25,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00167668,20045456,,,COM,Brian Helton for WV,,,,,,129 Packs Branch Road,,Mt. Hope,WV,25880,,,2024-09-25,1500.00,0.00,"Brian Helton, STATE SENATE 9th WV",011,,,,Helton,Brian,,,,,,,,,,,,,,"Brian Helton, STATE SENATE 9th WV"
SB29,C00167668,20045457,,,COM,Eric Nelson for Senate,,,,,,PO Box 186,,Charleston,WV,25321,,,2024-09-25,2800.00,0.00,"Eric Nelson, STATE SENATE 17th WV",011,,,,Nelson,Eric,,WV Sen.,Jr.,,,,,,,,,,,"Eric Nelson, STATE SENATE 17th WV"
SB29,C00167668,20045458,,,COM,Joey Garcia for WV (Senate),,,,,,207 Circle Drive,,Fairmont,WV,26554,,,2024-09-25,2800.00,0.00,"Joey Garcia, STATE SENATE 13th WV",011,,,,Garcia,Joey,,,,,,,,,,,,,,"Joey Garcia, STATE SENATE 13th WV"
SB29,C00167668,20045460,,,COM,Amy Grady for WV Senate,,,,,,190 Foxrun Road,,Leon,WV,25123,,,2024-09-25,1000.00,0.00,"Amy Grady, STATE SENATE 4th WV",011,,,,Grady,Amy,Nichole,,,,,,,,,,,,,"Amy Grady, STATE SENATE 4th WV"
SB29,C00167668,20045461,,,COM,Committee to Elect Scott Fuller,,,,,,235 White Oak Estates,,Kenova,WV,25530,,,2024-09-25,1000.00,0.00,"Scott Fuller, STATE SENATE 5th WV",011,,,,Fuller,Scott,,,,,,,,,,,,,,"Scott Fuller, STATE SENATE 5th WV"
SB29,C00167668,20045462,,,COM,Committee to Elect Roger Hanshaw,,,,,,5035 Wallback Road,,Wallback,WV,25285,,,2024-09-25,2800.00,0.00,"Roger Hanshaw, STATE HOUSE 62nd WV",011,,,,Hanshaw,Roger,,,,,,,,,,,,,,"Roger Hanshaw, STATE HOUSE 62nd WV"
SB29,C00167668,20045463,,,COM,Criss for House,,,,,,PO Box 1652,,Parkersburg,WV,26102,,,2024-09-25,2800.00,0.00,"Vernon Criss, STATE HOUSE 10th WV",011,,,,Criss,Vernon,,WV Del.,,,,,,,,,,,,"Vernon Criss, STATE HOUSE 10th WV"
SB29,C00167668,20045464,,,COM,Fluharty for House,,,,,,42 Walnut Avenue,,Wheeling,WV,26003,,,2024-09-25,2800.00,0.00,"Shawn Fluharty, STATE HOUSE 3rd WV",011,,,,Fluharty,Shawn,,WV Del.,,,,,,,,,,,,"Shawn Fluharty, STATE HOUSE 3rd WV"
SB29,C00167668,20045465,,,COM,Committee to Elect Bill Anderson,,,,,,1011 Highland Avenue,,Williamstown,WV,26187,,,2024-09-25,2800.00,0.00,"Bill Anderson, STATE HOUSE 8th WV",011,,,,Anderson,Bill,,,,,,,,,,,,,,"Bill Anderson, STATE HOUSE 8th WV"
SB29,C00167668,20045466,,,COM,Hornbuckle for House,,,,,,PO Box 591,,Huntington,WV,25701,,,2024-09-25,2800.00,0.00,"Sean Hornbuckle, STATE HOUSE 25th WV",011,,,,Hornbuckle,Sean,,WV Del.,,,,,,,,,,,,"Sean Hornbuckle, STATE HOUSE 25th WV"
