form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135855,SB23.11905,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,G2024,,2024-08-19,3000.00,,PAC Political Contribution,011,C00496760,AMODEI FOR NEVADA,H2NV02395,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00135855,SB23.11913,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,G2024,,2024-08-19,3000.00,,PAC Poltical Contribution,011,C00714865,BETH VAN DUYNE FOR CONGRESS,H0TX24209,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00135855,SB23.11934,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,G2024,,2024-08-16,5000.00,,Political contribution,011,C00703843,BICE FOR CONGRESS,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00135855,SB23.11919,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,G2024,,2024-09-03,3000.00,,PAC Political Contribution,011,C00779603,CAREY FOR CONGRESS,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00135855,SB23.11909,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,G2024,,2024-08-19,3000.00,,PAC Political Contribution,011,C00653816,COMMITTEE TO ELECT JARED GOLDEN,H8ME02185,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00135855,SB23.11915,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,G2024,,2024-09-03,3500.00,,PAC Political Contribution,011,C00660795,DAN CRENSHAW FOR CONGRESS,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00135855,SB23.11916,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,G2024,,2024-09-03,2500.00,,PAC Political Contribution,011,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,H8TX07140,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00135855,SB23.11938,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,G2024,,2024-08-16,5000.00,,PAC Political Contribution,011,C00436386,FRIENDS OF JOHN BARRASSO,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00135855,SB23.11900,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2024,,2024-08-19,-5000.00,,Void PAC Political Contribution 6/7/24- lost in mail see reissue 8/19/24,011,C00770438,JAKE ELLZEY FOR CONGRESS,H8TX06266,ELLZEY,JOHN KEVIN SR.,,,,H,TX,06,,,,,,,,
SB23,C00135855,SB23.11901,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2024,,2024-08-19,5000.00,,PAC Political Contribution,011,C00770438,JAKE ELLZEY FOR CONGRESS,H8TX06266,ELLZEY,JOHN KEVIN SR.,,,,H,TX,06,,,,,,,,
SB23,C00135855,SB23.11892,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2024-07-19,5000.00,,PAC Political Contribution,011,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00135855,SB23.11898,,,CCM,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,PO BOX 50084,,FORT WORTH,TX,76105,G2024,,2024-08-19,-2000.00,,Void PAC Political contribution 6/4/24- lost in mail see reissue 8/19/24,011,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,H2TX33073,VEASEY,MARC ALLISON,,,,H,TX,33,,,,,,,,
SB23,C00135855,SB23.11899,,,CCM,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,,,,,PO BOX 50084,,FORT WORTH,TX,76105,G2024,,2024-08-19,2000.00,,PAC Political contribution,011,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,H2TX33073,VEASEY,MARC ALLISON,,,,H,TX,33,,,,,,,,
SB23,C00135855,SB23.11917,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N STREET,SUITE 301,ANCHORAGE,AK,99501,G2024,,2024-09-03,2500.00,,PAC Political Contribution,,C00812388,,,,,,,,H,AK,01,,,,,,,,
SB23,C00135855,SB23.11887,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-07-19,2000.00,,PAC Political Contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY COOK,,,,H,TX,19,,,,,,,,
SB23,C00135855,SB23.11914,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-09-03,2000.00,,PAC Political Contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY COOK,,,,H,TX,19,,,,,,,,
