form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00809095,21b-10-00348-00490,,,ORG,American Airlines,,,,,,7645 E 63d St,Suite 600,Tulsa,OK,74133,,,2023-01-24,225.90,,Transportation,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00349-00491,,,ORG,American Airlines,,,,,,7645 E 63d St,Suite 600,Tulsa,OK,74133,,,2023-01-24,225.90,,Transportation,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00342-00480,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-01-29,186.82,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00350-00492,,,ORG,WeWork,,,,,,575 Lexington Avenue,,New York,NY,10022,,,2023-01-30,330.00,,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00343-00483,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-01-31,10.06,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00357-00501,,,ORG,WeWork,,,,,,575 Lexington Avenue,,New York,NY,10022,,,2023-02-03,120.00,,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00351-00493,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-02-07,34.09,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-10-00354-00498,,,ORG,Republic Bank - Corporate,,,,,,601 West Market Street,,Louisville,KY,40202,,,2023-02-08,30.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00007-00016,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-02-12,37.95,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00001-0000,,,IND,,McGrath,Amy,,,,142 Park Rd,,Fort Mitchell,KY,41011,,,2023-02-19,904.33,,Reimbursement - See Memo Entries (if itemized),,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00001-00003,21b-12-00001-0000,SB21b,ORG,Delta Air Lines,,,,,,PO Box 20980,,Atlanta,GA,30320,,,2023-02-19,395.10,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00809095,21b-12-00001-00004,21b-12-00001-0000,SB21b,ORG,Delta Air Lines,,,,,,PO Box 20980,,Atlanta,GA,30320,,,2023-02-19,20.43,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00809095,21b-12-00001-00001,21b-12-00001-0000,SB21b,ORG,The Capital Hiltono,,,,,,1001 16TH Street NW,,Washington,DC,20036,,,2023-02-19,470.88,,Lodging,,,,,,,,,,,,,,,,,,,X,
SB21B,C00809095,21b-12-00001-00002,21b-12-00001-0000,SB21b,ORG,Uber,,,,,,555 Market St,,San Francisco,CA,94105,,,2023-02-19,17.92,,Transportation,,,,,,,,,,,,,,,,,,,X,
SB21B,C00809095,21b-12-00002-00005,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-02-19,31.70,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00005-00010,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-02-26,26.20,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00006-00013,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-02-28,71.84,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00009-00020,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-03-05,22.83,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00809095,21b-12-00012-00025,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-03-12,40.55,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
