form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00564260,EB3261,,,ORG,First National Bank of Omaha (FNBO),,,,,,1620 Dodge Street,,Omaha,NE,68102,,,2024-11-25,8.00,,Credit Card payment: See Below,001,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,XB89EB3261,EB3261,SB21B,ORG,United Airlines,,,,,,233 S. Wacker Drive,,Chicago,IL,60606,,,2024-11-25,8.00,,WiFi,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,EB3260,,,ORG,First National Bank of Omaha (FNBO),,,,,,1620 Dodge Street,,Omaha,NE,68102,,,2024-11-25,1408.79,,Credit Card payment: See Below,001,,,,,,,,,,,,,,,,,,,
SB21B,C00564260,XB99EB3260,EB3260,SB21B,ORG,American Airlines,,,,,,1101 17th Street NW #600,,Washington,DC,20036,,,2024-11-25,24.40,,Airfare,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB100EB3260,EB3260,SB21B,ORG,American Airlines,,,,,,1101 17th Street NW #600,,Washington,DC,20036,,,2024-11-25,21.00,,Airfare,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB101EB3260,EB3260,SB21B,ORG,Budget Rent a Car,,,,,,6 Sylvan Way,,Parsippany,NJ,07054,,,2024-11-25,39.12,,Rental car,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB98EB3260,EB3260,SB21B,ORG,"Country Inn & Suites by Radisson, Phoenix Airport",,,,,,4702 E. University Dr.,,Phoenix,CA,85034,,,2024-11-25,50.00,,Hotel,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB114EB3260,EB3260,SB21B,ORG,"Country Inn & Suites by Radisson, Phoenix Airport",,,,,,4702 E. University Dr.,,Phoenix,CA,85034,,,2024-11-25,122.00,,Hotel,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB118EB3260,EB3260,SB21B,ORG,"Country Inn & Suites by Radisson, Phoenix Airport",,,,,,4702 E. University Dr.,,Phoenix,CA,85034,,,2024-11-25,119.11,,Hotel,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB95EB3260,EB3260,SB21B,ORG,Courtyard Tuscon,,,,,,201 S Williams Blvd,,Tuscon,AZ,85711,,,2024-11-25,16.60,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB96EB3260,EB3260,SB21B,ORG,Courtyard Tuscon,,,,,,201 S Williams Blvd,,Tuscon,AZ,85711,,,2024-11-25,19.17,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB94EB3260,EB3260,SB21B,ORG,Dairy Queen,,,,,,"8000 Tower, Suite 700",8331 Norman Center Drive,Bloomington,MN,55437,,,2024-11-25,10.88,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB93EB3260,EB3260,SB21B,ORG,Deadlift Coffee Shop,,,,,,305 N Florence St.,,Casa Grande,AZ,85122,,,2024-11-25,9.68,,Travel Meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB106EB3260,EB3260,SB21B,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-11-25,28.80,,Software,001,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB103EB3260,EB3260,SB21B,ORG,Hilton Phoenix Airport,,,,,,2435 S 47th St.,,Phoenix,AZ,85034,,,2024-11-25,401.48,,Hotel,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB116EB3260,EB3260,SB21B,ORG,Luci's at the Orchard,,,,,,"7100 N 12th Street, Bldg. #2",,Phoenix,AZ,85020,,,2024-11-25,44.81,,Travel meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
SB21B,C00564260,XB117EB3260,EB3260,SB21B,ORG,QuikTrip,,,,,,1610 East Highland Avenue,,Phoenix,AZ,85016,,,2024-11-25,16.36,,Travel meal,002,,,,,,,,,,,,First National Bank of Omaha (FNBO),1620 Dodge Street,,Omaha,NE,68102,X,
