form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00657866,SE.7257,,,ORG,"Advictory, LLC",,,,,,190 Monroe Avenue,Suite 500,Grand Rapids,MI,49503,P2024,,2024-05-24,25000.00,2024-05-24,682787.82,Digital Advertising,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7302,,,ORG,"Advictory, LLC",,,,,,190 Monroe Avenue,Suite 500,Grand Rapids,MI,49503,P2024,,2024-05-31,50000.00,2024-05-31,622180.25,Digital Advertising,,C00657866,S,S4UT00217,STAGGS,TRENT,,,,S,00,UT,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7030,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-09,5892.50,2024-05-02,879333.55,Literature for Door Knockers,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7031,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-09,5892.50,2024-05-02,740055.76,Literature for Door Knocker,,C00657866,S,H0VA05160,GOOD,ROBERT G. HON.,,,,H,05,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7045,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-09,41561.31,2024-05-07,227071.31,Direct Mail,,C00657866,S,H2KY04121,MASSIE,THOMAS H.,,,,H,04,KY,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7265,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-30,28000.00,2024-05-28,1131396.05,Direct Mail,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7266,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-30,45624.72,2024-05-28,728412.54,Direct Mail,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7267,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-30,33000.00,2024-05-28,774298.26,Direct Mail,,C00657866,S,H0VA05160,GOOD,ROBERT G. HON.,,,,H,05,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7268,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-31,48400.00,2024-05-28,591053.08,Direct Mail,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7269,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-05-28,48400.00,2024-05-28,639453.08,Direct Mail,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7270,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-06-06,28000.00,2024-05-28,1159396.05,Direct Mail,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7272,,,ORG,Conversion Creative,,,,,,PO Box 80219,,Charleston,SC,29416,P2024,,2024-06-12,29890.43,2024-05-29,29890.43,Direct Mail,,C00657866,S,H4UT02387,JENKINS,COLBY C,,,,H,02,UT,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7058,,,ORG,Digital Media Placement Services,,,,,,530-B Harkle Rd Ste 100,,Sante Fe,NM,87505,P2024,,2024-05-11,50000.00,2024-05-09,1131440.00,Digital Advertising,,C00657866,O,S4MI00595,ROGERS,MICHAEL J,,,,S,00,MI,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7277,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-05-31,11120.00,2024-05-30,739532.54,Text Messages,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7278,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-07,11120.00,2024-05-30,750652.54,Text Messages,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7279,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-09,38000.00,2024-05-30,788652.54,GOTV Calls,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7280,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-07,6260.00,2024-05-30,1165656.05,Text Messages,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7281,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-12,6260.00,2024-05-30,1171916.05,Text Messages,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7282,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-16,6260.00,2024-05-30,1178176.05,Text Messages,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7283,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-10,7040.00,2024-05-30,781338.26,Text Messages,,C00657866,S,H0VA05160,GOOD,ROBERT G. HON.,,,,H,05,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7285,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-05-31,9080.00,2024-05-30,648533.08,Text Messages,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7286,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-04,9080.00,2024-05-30,657613.08,Text Message,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7287,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-11,9080.00,2024-05-30,666693.08,Text Message,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7288,,,ORG,"Engagement Strategies, Inc.",,,,,,5382 N Highway 36,,Erda,UT,84074,P2024,,2024-06-16,7040.00,2024-05-30,788378.26,Text Messages,,C00657866,S,H0VA05160,GOOD,ROBERT G. HON.,,,,H,05,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7040,,,ORG,Rowan Ventures,,,,,,3500 S DuPont Highway,,Dover,DE,19901,P2024,,2024-05-06,14200.00,2024-05-06,397426.00,GOTV Calls,,C00657866,S,H0IN03198,STUTZMAN,MARLIN A,,Mr.,,H,03,IN,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7041,,,ORG,Rowan Ventures,,,,,,3500 S DuPont Highway,,Dover,DE,19901,P2024,,2024-05-06,12700.00,2024-05-06,495117.17,GOTV Calls,,C00657866,S,H4IN08108,HOSTETTLER,JOHN NATHAN,,,,H,08,IN,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7042,,,ORG,Rowan Ventures,,,,,,3500 S DuPont Highway,,Dover,DE,19901,P2024,,2024-05-06,1408.32,2024-05-06,215007.82,Literature for GOTV,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7043,,,ORG,Rowan Ventures,,,,,,3500 S DuPont Highway,,Dover,DE,19901,P2024,,2024-05-06,1242.50,2024-05-06,741298.26,Literature for GOTV,,C00657866,S,H0VA05160,GOOD,ROBERT G. HON.,,,,H,05,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7044,,,ORG,Rowan Ventures,,,,,,3500 S DuPont Highway,,Dover,DE,19901,P2024,,2024-05-06,1242.50,2024-05-06,880576.05,Literature for GOTV,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7290,,,ORG,"Saber Communications, Inc",,,,,,101 Washington St,,Falmouth,VA,22405,P2024,,2024-06-14,90642.25,2024-05-30,572180.25,Direct Mail,,C00657866,S,S4UT00217,STAGGS,TRENT,,,,S,00,UT,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7056,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-11,1081440.00,2024-05-08,1081440.00,Media Buy,,C00657866,O,S4MI00595,ROGERS,MICHAEL J,,,,S,00,MI,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7078,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-17,315000.00,2024-05-14,542071.31,Media Buy,,C00657866,S,H2KY04121,MASSIE,THOMAS H.,,,,H,04,KY,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7079,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-18,222820.00,2024-05-15,1103396.05,Media Buy,,C00657866,S,H4VA07200,HAMILTON,CAMERON,,,,H,07,VA,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7150,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-21,81830.00,2024-05-17,460823.08,Media Buy,,C00657866,S,S2ND00115,BECKER,RICK,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7151,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-21,81830.00,2024-05-17,542653.08,Media Buy,,C00657866,O,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,Kilgore,Paul,,,,2024-06-13,
SE,C00657866,SE.7160,,,ORG,Strategic Media Placement,,,,,,7669 Stagers Loop,,Delaware,OH,43015,P2024,,2024-05-24,442780.00,2024-05-22,657787.82,Media Buy,,C00657866,S,,Jones,Stewart,,,,H,03,SC,Kilgore,Paul,,,,2024-06-13,
