form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00573436,SB22.5090,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,,2023-05-23,32313.26,,TRANSFER OF NET JFC FUNDS,008,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON,,,,H,MO,08,,,,,,,,
SB22,C00573436,SB22.5091,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,,2023-05-23,6572.02,,TRANSFER OF NET JFC FUNDS,008,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON,,,,H,MO,08,,,,,,,,
SB22,C00573436,SB22.5156,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,,2023-06-29,28935.67,,TRANSFER OF NET JFC FUNDS,008,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB22,C00573436,SB22.5158,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,,,2023-06-29,23811.26,,TRANSFER OF NET JFC FUNDS,008,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB22,C00573436,SB22.5093,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-05-23,9942.54,,TRANSFER OF NET JFC FUNDS,008,C00563726,,,,,,,,,,,,,,,,,,
SB22,C00573436,SB22.5160,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-06-29,9778.01,,TRANSFER OF NET JFC FUNDS,008,C00563726,,,,,,,,,,,,,,,,,,
SB22,C00573436,SB22.5095,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-05-23,54385.70,,TRANSFER OF NET JFC FUNDS,008,C00075820,,,,,,,,,,,,,,,,,,
SB22,C00573436,SB22.5097,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-05-23,123188.08,,TRANSFER OF NET JFC FUNDS (BUILDING FUND),008,C00075820,,,,,,,,,,,,,,,,,,
SB22,C00573436,SB22.5099,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-05-23,128159.36,,TRANSFER OF NET JFC FUNDS (LEGAL FUND),008,C00075820,,,,,,,,,,,,,,,,,,
SB22,C00573436,SB22.5162,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-06-29,6458.58,,TRANSFER OF NET JFC FUNDS,008,C00075820,,,,,,,,,,,,,,,,,,
