form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844613,SE.4627,,,ORG,Armada Strategies,,,,,,3742 NORTH FEDERAL HIGHWAY,#1032,LIGHTHOUSE POINT,FL,33064,G2024,,2024-06-07,21332.50,2024-06-06,31685.19,TV advertising,,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4581,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 380,Missoula,MT,59802,P2024,,2024-05-30,6954.00,2024-05-24,276718.54,Phone/Text messaging,,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4662,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 380,Missoula,MT,59802,R2024,Runoff,2024-06-15,6893.90,2024-06-14,6893.90,Phone/Text messaging,,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4668,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 380,Missoula,MT,59802,R2024,Runoff,2024-06-18,6893.90,2024-06-14,23542.47,Phone/Text messaging,,C00844613,O,H4GA03068,DUGAN,MICHAEL,,,,H,03,GA,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4630,,,ORG,Catamaran Consulting,,,,,,1920 Hillhurst Ave. #1159,,Los Angeles,CA,90027,G2024,,2024-06-07,899.75,2024-06-07,63876.32,Digital advertising,,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4461,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-23,18.95,2024-05-23,269252.39,Phone/Text Messaging (from advance line 21),,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4466,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-23,81.31,2024-05-23,269333.70,Radio ad production (from advance line 21),,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4467,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-23,81.31,2024-05-23,269415.01,Radio ad production (from advance line 21),,C00844613,O,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4475,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-23,349.53,2024-05-23,269764.54,TV ad production (from advance line 21),,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4452,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-29,18.95,2024-05-29,276737.49,Phone/Text Messaging (from advance line 21),,C00844613,O,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4587,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-29,332.08,2024-05-29,1082319.79,TV ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4591,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-29,31.93,2024-05-29,1082351.72,Radio ad costs (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
