form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035451,19633543,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,43697,P2024,,2023-06-15,-2500.00,0.00,Void - Kaptur For Congress,011,C00154625,Kaptur For Congress,H2OH09031,Kaptur,Marcy,,Rep.,,H,OH,09,,,,,,,,Void - Kaptur For Congress
SB23,C00035451,19633544,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,43697,P2024,,2023-06-15,2500.00,0.00,,011,C00154625,Kaptur For Congress,H2OH09031,Kaptur,Marcy,,Rep.,,H,OH,09,,,,,,,,
SB23,C00035451,19633545,,,CCM,Castro For Congress,,,,,,PO Box 544,,San Antonio,TX,78292,P2024,,2023-06-15,-1000.00,0.00,Void - Castro For Congress,011,C00497933,Castro For Congress,H2TX35011,Castro,Joaquin,,,,H,TX,20,,,,,,,,Void - Castro For Congress
SB23,C00035451,19633546,,,CCM,Castro For Congress,,,,,,PO Box 544,,San Antonio,TX,78292,P2024,,2023-06-15,1000.00,0.00,,011,C00497933,Castro For Congress,H2TX35011,Castro,Joaquin,,,,H,TX,20,,,,,,,,
SB23,C00035451,19634411,,,PAC,Bluegrass Committee,,,,,,"220 1/2 E ST., NE",,Washington,DC,20002,,,2023-06-22,5000.00,0.00,,011,C00235655,,,,,,,,,,,,,,,,,,
SB23,C00035451,19634412,,,PAC,PAC to the Future,,,,,,"430 Sourth Capitol Street, SE",1st Floor,Washington,DC,20003,,,2023-06-22,5000.00,0.00,,011,C00344234,,,,,,,,,,,,,,,,,,
SB23,C00035451,19634413,,,CCM,Armstrong For Congress,,,,,,1515 Burnt Boat Drive,Box 112,Bismarck,ND,58503,P2024,,2023-06-22,1000.00,0.00,,011,C00670547,Armstrong For Congress,H8ND00096,Armstrong,Kelly,,Rep.,,H,ND,00,,,,,,,,
SB23,C00035451,19634414,,,CCM,Lori Chavez-Deremer For Congress,,,,,,11805 Se Eastbourne Lane,,Happy Valley,OR,97086,P2024,,2023-06-22,4000.00,0.00,,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00035451,19634415,,,CCM,Steve Cohen For Congress,,,,,,349 Kenilworth Place,,Memphis,TN,38112,P2024,,2023-06-22,2500.00,0.00,,011,C00422980,Steve Cohen For Congress,H6TN09068,Cohen,Stephen,Ira,Rep.,,H,TN,09,,,,,,,,
SB23,C00035451,19634416,,,CCM,Cole For Congress,,,,,,PO Box 722256,,Norman,OK,73070,G2024,,2023-06-22,1000.00,0.00,,011,C00379735,Cole For Congress,H2OK04055,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00035451,19634417,,,CCM,Monica For Congress,,,,,,1317 W Frontage Rd,Ste A,Alamo,TX,785162389,P2024,,2023-06-22,1000.00,0.00,,011,C00765719,Monica For Congress,H0TX15124,De La Cruz,Monica,,Rep.,,H,TX,15,,,,,,,,
SB23,C00035451,19634418,,,CCM,Sara Jacobs For Congress,,,,,,PO Box 120085,,San Diego,CA,92112,P2024,,2023-06-22,2500.00,0.00,,011,C00719559,Sara Jacobs For Congress,H8CA49074,Jacobs,Sara,,Rep.,,H,CA,51,,,,,,,,
SB23,C00035451,19634419,,,CCM,Landsman For Congress,,,,,,PO Box 413,,Cincinnati,OH,45201,P2024,,2023-06-22,3000.00,0.00,,011,C00800276,Landsman For Congress,H2OH01194,Landsman,Greg,,Rep.,,H,OH,01,,,,,,,,
SB23,C00035451,19634420,,,CCM,Blaine For Congress,,,,,,PO Box 1025,,Jefferson City,MO,65075,P2024,,2023-06-22,1000.00,0.00,,011,C00458679,Blaine For Congress,,Luetkemeyer,W Blaine,,,,H,MO,09,,,,,,,,
SB23,C00035451,19634421,,,CCM,Marc For Us Inc.,,,,,,PO Box 5158,,Poughkeepsie,NY,12602,P2024,,2023-06-22,2000.00,0.00,,011,C00789586,Marc For Us Inc.,H2NY19127,Molinaro,Marcus,,,,H,NY,19,,,,,,,,
SB23,C00035451,19634422,,,CCM,Marc For Us Inc.,,,,,,PO Box 5158,,Poughkeepsie,NY,12602,G2024,,2023-06-22,2500.00,0.00,,011,C00789586,Marc For Us Inc.,H2NY19127,Molinaro,Marcus,,,,H,NY,19,,,,,,,,
SB23,C00035451,19634423,,,CCM,Nebraska Families For Pete Ricketts Inc,,,,,,PO Box 24705,,Omaha,NE,68124,P2024,,2023-06-22,1000.00,0.00,,011,C00414375,Nebraska Families For Pete Ricketts Inc,S6NE00129,Ricketts,Pete,,Mr.,,S,NE,,,,,,,,,
SB23,C00035451,19634424,,,CCM,Rosen For Nevada,,,,,,PO Box 27195,,Las Vegas,NV,89126,P2024,,2023-06-22,5000.00,0.00,,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacky,,,,H,NV,03,,,,,,,,
SB23,C00035451,19634425,,,CCM,Darren Soto For Congress,,,,,,PO Box 420239,,Kissimmee,FL,34742,P2024,,2023-06-22,1000.00,0.00,,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,Michael,Rep.,,H,FL,09,,,,,,,,
SB23,C00035451,19634426,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2023-06-22,2500.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,
SB23,C00035451,19634427,,,CCM,Shri For Congress,,,,,,19460 Lowell Dr,,Detroit,MI,48203,P2024,,2023-06-22,1000.00,0.00,,011,C00798132,Shri For Congress,H2MI13204,Thanedar,Shri,,,,H,MI,13,,,,,,,,
SB23,C00035451,19634428,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2023-06-22,5000.00,0.00,,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,G.,Rep.,,H,CA,21,,,,,,,,
SB23,C00035451,19634429,,,CCM,Walberg For Congress,,,,,,PO Box 1362,,Jackson,MI,49204,P2024,,2023-06-22,1000.00,0.00,,011,C00390724,Walberg For Congress,H4MI07103,Walberg,Tim,,Rep.,,H,MI,07,,,,,,,,
SB23,C00035451,19636000,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,55122,P2024,,2023-06-27,-2500.00,0.00,Void - Angie Craig For Congress,011,C00575209,Angie Craig For Congress,H6MN02131,Craig,Angela,,,,H,MN,02,,,,,,,,Void - Angie Craig For Congress
SB23,C00035451,19636001,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,55122,P2024,,2023-06-27,2500.00,0.00,,011,C00575209,Angie Craig For Congress,H6MN02131,Craig,Angela,,,,H,MN,02,,,,,,,,
