form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00846071,500097423,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,G2024,,2024-08-26,304.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097424,,,ORG,Bent River Brewing Company,,,,,,1413 5th Ave,,Moline,IL,612651335,G2024,,2024-08-12,420.78,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097425,,,ORG,Blue Summit Solutions,,,,,,9374 E 60th Ave,,Denver,CO,802382347,G2024,,2024-08-16,734.70,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097435,,,ORG,Embassy Suites,,,,,,220 W 43rd St,,Kansas City,MO,641113112,G2024,,2024-08-28,305.22,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097436,,,ORG,Embassy Suites,,,,,,220 W 43rd St,,Kansas City,MO,641113112,G2024,,2024-08-28,152.61,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097437,,,ORG,Etix,,,,,,909 Aviation Pkwy,Ste 900,Morrisville,NC,275609000,G2024,,2024-08-12,291.81,0.00,Event Tickets,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500098480,,,ORG,Hotels.com,,,,,,5400 Lyndon B Johnson Fwy,Ste 500,Dallas,TX,752401019,,,2024-09-26,268.50,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500096687,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,G2024,,2024-07-08,30.00,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097439,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,G2024,,2024-08-06,35.00,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500098473,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-09-06,35.00,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500096689,,,ORG,Little Brown Box Deli,,,,,,1524 River Dr,,Moline,IL,612651306,G2024,,2024-07-17,288.42,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097443,,,ORG,NGP VAN,,,,,,655 15th St NW,Ste 650,Washington,DC,200055738,G2024,,2024-08-19,318.00,0.00,Fundraising Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097444,,,CCM,PAPPAS FOR CONGRESS,,,,,,213 Silver Beach Ave,,Daytona Beach,FL,321184837,G2024,,2024-08-16,1500.00,0.00,Contribution to Committee,,C00593285,,,PAPPAS,GEORGE,STEVE,,,H,FL,06,,,,,,,,
SB21B,C00846071,500097445,,,ORG,Rock Island County Democrats,,,,,,218 18th St,,Rock Island,IL,612018707,G2024,,2024-08-29,390.60,0.00,Event Tickets,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097446,,,ORG,Royal Sonesta,,,,,,71 E Wacker Dr,,Chicago,IL,606013755,G2024,,2024-08-12,1451.08,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500097447,,,ORG,Senor Julio's,,,,,,2900 River Dr,Ste E,Moline,IL,612651749,G2024,,2024-08-12,567.95,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00846071,500096696,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,G2024,,2024-07-26,1500.00,0.00,Contribution to Committee,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB21B,C00846071,500096688,,,ORG,The Frost Group,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,G2024,,2024-07-15,600.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
