form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00661264,CDD-0000000000036414,,,ORG,CTC For Progress,,,,,,123 7th Ave,,New York,NY,10011,,,2024-11-25,220178.10,,Reimbursement of Operational Expenses,001,,,,,,,,,,,,,,,,,,,
SB21B,C00661264,CDDI-0000000115194,CDD-0000000000036414,SB21B,ORG,"A Childs Dream Too, Inc.",,,,,,2501 South 58th Street,,Philadelphia,PA,19143,,,2024-11-25,4500.00,,Temporary offcice space rental,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115195,CDD-0000000000036414,SB21B,ORG,"A Childs Dream Too, Inc.",,,,,,2501 South 58th Street,,Philadelphia,PA,19143,,,2024-11-25,3300.00,,Temporary Office Space Rental,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115196,CDD-0000000000036414,SB21B,ORG,Calvary Center for Culture and Community,,,,,,801 South 48th Street,,Philadelphia,PA,19143,,,2024-11-25,1000.00,,Temporary offcice space rental,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115197,CDD-0000000000036414,SB21B,ORG,Community Labor Administrative Services,,,,,,81 Prospect St,,Brooklyn,NY,11201,,,2024-11-25,30120.08,,Staffing Services,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115198,CDD-0000000000036414,SB21B,ORG,Community Labor Administrative Services,,,,,,77 Sands Street 6th Floor,,New York,NY,11201,,,2024-11-25,37339.03,,staffing services,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115199,CDD-0000000000036414,SB21B,ORG,Community Labor Administrative Services,,,,,,77 Sands Street 6th Floor,,New York,NY,11201,,,2024-11-25,42750.62,,staffing services - Spetember 2024,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115200,CDD-0000000000036414,SB21B,ORG,Community Labor Administrative Services,,,,,,77 Sands Street 6th Floor,,New York,NY,11201,,,2024-11-25,45126.36,,staffing services - October 2024,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115201,CDD-0000000000036414,SB21B,ORG,EZ Catering,,,,,,3601 Market Street,,Philadelphia,PA,19104,,,2024-11-25,2410.80,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115202,CDD-0000000000036414,SB21B,ORG,EZ Catering,,,,,,3601 Market Street,,Philadelphia,PA,19104,,,2024-11-25,1894.20,,Catering for Canvassing Staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115203,CDD-0000000000036414,SB21B,ORG,EZ Catering,,,,,,3601 Market Street,,Philadelphia,PA,19104,,,2024-11-25,2312.80,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115204,CDD-0000000000036414,SB21B,ORG,EZ Catering,,,,,,3601 Market Street,,Philadelphia,PA,19104,,,2024-11-25,2147.60,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115205,CDD-0000000000036414,SB21B,ORG,EZ Catering,,,,,,3601 Market Street,,Philadelphia,PA,19104,,,2024-11-25,2423.10,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115228,CDD-0000000000036414,SB21B,ORG,Campus Copy Center,,,,,,3907 Walnut St,,Philadelphia,PA,19104,,,2024-11-25,4934.45,,Printing,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115220,CDD-0000000000036414,SB21B,ORG,Dilworth Paxon LLP,,,,,,1500 Market Street Suite 3500E,,Philadelphia,PA,19102,,,2024-11-25,2500.00,,legal services,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115218,CDD-0000000000036414,SB21B,ORG,Pita chip,,,,,,Big Oak Rd Space 560,,Yardley,PA,19067,,,2024-11-25,2240.00,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115214,CDD-0000000000036414,SB21B,ORG,Pita chip,,,,,,Big Oak Rd Space 560,,Yardley,PA,19067,,,2024-11-25,3080.00,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115216,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,2199.20,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115217,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,2754.54,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115208,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,2633.90,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115209,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,2239.06,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115210,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,2163.67,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
SB21B,C00661264,CDDI-0000000115211,CDD-0000000000036414,SB21B,ORG,MAcho's Delish Mix,,,,,,6249 Catharine Street,,Philadelphia,PA,19143,,,2024-11-25,3588.39,,Catering for canvassing staff,,,,,,,,,,,,,,,,,,,X,
