form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00837435,SB22.4377,,,CCM,BANKS FOR SENATE,,,,,,P.O. BOX 11431,,FORT WAYNE,IN,46858,P2024,,2024-02-29,4050.00,,transfer of net proceeds,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E.,,HON.,,S,IN,00,,,,,,,,
SB22,C00837435,SB22.4378,,,CCM,BANKS FOR SENATE,,,,,,P.O. BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-02-29,3100.00,,transfer of net proceeds,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E.,,HON.,,S,IN,00,,,,,,,,
SB22,C00837435,SB22.4452,,,CCM,BANKS FOR SENATE,,,,,,P.O. BOX 11431,,FORT WAYNE,IN,46858,P2024,,2024-03-22,3800.00,,transfer of net proceeds,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E.,,HON.,,S,IN,00,,,,,,,,
SB22,C00837435,SB22.4453,,,CCM,BANKS FOR SENATE,,,,,,P.O. BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-03-29,8000.00,,transfer of net proceeds,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E.,,HON.,,S,IN,00,,,,,,,,
SB22,C00837435,SB22.4443,,,CCM,BERNIE MORENO FOR SENATE,,,,,,P.O. BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-03-29,1950.00,,transfer of net proceeds,,C00837484,BERNIE MORENO FOR SENATE,S4AZ00220,LAKE,KARI,,,,S,AZ,00,,,,,,,,
SB22,C00837435,SB22.4383,,,CCM,CRAMER FOR SENATE,,,,,,P.O. BOX 396,,BISMARCK,ND,58502,P2024,,2024-02-29,4100.00,,transfer of net proceeds,,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN,,,,S,ND,00,,,,,,,,
SB22,C00837435,SB22.4384,,,CCM,CRAMER FOR SENATE,,,,,,P.O. BOX 396,,BISMARCK,ND,58502,G2024,,2024-02-29,3100.00,,transfer of net proceeds,,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN,,,,S,ND,00,,,,,,,,
SB22,C00837435,SB22.4472,,,CCM,CRAMER FOR SENATE,,,,,,P.O. BOX 396,,BISMARCK,ND,58502,P2024,,2024-03-29,9600.00,,transfer of net proceeds,,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN,,,,S,ND,00,,,,,,,,
SB22,C00837435,SB22.4473,,,CCM,CRAMER FOR SENATE,,,,,,P.O. BOX 396,,BISMARCK,ND,58502,G2024,,2024-03-29,5200.00,,transfer of net proceeds,,C00504704,CRAMER FOR SENATE,S8ND00120,CRAMER,KEVIN,,,,S,ND,00,,,,,,,,
SB22,C00837435,SB22.4387,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 SOUTH STREET,SUITE 200,LINCOLN,NE,68506,P2024,,2024-02-29,7300.00,,transfer of net proceeds,,C00498907,DEB FISCHER FOR US SENATE,S2NE00094,FISCHER,DEBRA S.,,,,S,NE,00,,,,,,,,
