form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00633248,500073307,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-09,9000.00,0.00,Digital Services Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073308,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,37925.64,0.00,Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073309,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,3101.49,0.00,Health Insurance Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073310,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,2130.15,0.00,Retirement Benefits Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073311,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,2967.03,0.00,Payroll Taxes Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073317,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,15101.50,0.00,Communications Consulting Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073318,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,15621.01,0.00,Security Deposit Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073319,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-11,23431.50,0.00,Office Rent Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073312,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-29,39177.82,0.00,Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073313,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-29,3101.49,0.00,Health Insurance Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073314,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-29,2180.24,0.00,Retirement Benefits Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073315,,,ORG,314 Action,,,,,,PO Box 14560,,Washington,DC,200444560,,,2024-04-29,3041.92,0.00,Payroll Taxes Allocation,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073240,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-07,2285.77,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073241,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-14,2600.22,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073242,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-21,2409.07,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073245,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-22,1.41,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073243,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-28,1882.59,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073244,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-04-30,474.63,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073248,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-26,235.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073280,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-04-26,199.55,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073247,,,ORG,Blue Wave Political Partners,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-04-04,8056.58,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073250,,,ORG,DC Office Of Tax And Revenue,,,,,,1101 4Th St SW,# 270,Washington,DC,200244457,,,2024-04-05,696.20,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073251,,,ORG,DC Office Of Tax And Revenue,,,,,,1101 4Th St SW,# 270,Washington,DC,200244457,,,2024-04-08,500.00,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073255,,,ORG,DC Office Of Tax And Revenue,,,,,,1101 4Th St SW,# 270,Washington,DC,200244457,,,2024-04-18,1539.00,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073239,,,CCM,DR. BRIAN WILLIAMS FOR CONGRESS,,,,,,PO Box 180725,,Dallas,TX,752180725,,,2024-04-18,10000.00,0.00,List Purchase,,C00840520,,,WILLIAMS,BRIAN,DR.,,,H,TX,32,,,,,,,,
SB21B,C00633248,500073267,,,ORG,Engage USA,,,,,,880 N East St,Unit 205,Frederick,MD,217015045,,,2024-04-29,1766.94,0.00,Direct Mail Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073306,,,ORG,First Data Merchant Services,,,,,,5565 Glenridge Connector NE,,Atlanta,GA,303421651,,,2024-04-03,123.65,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073246,,,ORG,Foster Garvey,,,,,,1000 Potomac St NW,Fl 5,Washington,DC,200073501,,,2024-04-04,501.20,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073238,,,ORG,"Global Strategy Group, LLC",,,,,,215 Park Ave S,Fl 15,New York,NY,100031612,,,2024-04-29,16250.00,0.00,Research,,,,,,,,,,,,,,,,,,,,
SB21B,C00633248,500073249,,,ORG,PA Department Of Labor,,,,,,651 Boas St,,Harrisburg,PA,171210725,,,2024-04-02,379.33,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,
