form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00872101,4121,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,,,2024-11-05,4995.45,,TRANSFER OF NET PROCEEDS,,C00577999,,,BANKS,JAMES,E,,,S,IN,,  ,,,,,,,
SB22,C00872101,4115,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,,,2024-11-05,30547.90,,TRANSFER OF NET PROCEEDS,,C00829499,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00872101,4124,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,,,2024-11-05,26555.97,,TRANSFER OF NET PROCEEDS,,C00829499,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB22,C00872101,4123,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,,,2024-11-05,25946.37,,TRANSFER OF NET PROCEEDS,,C00851980,,,MCCORMICK,DAVE,,,,S,PA,,  ,,,,,,,
SB22,C00872101,4119,,,CCM,HOGAN FOR MARYLAND INC.,,,,,,"2077 SOMERVILLE ROAD, STE 206",,ANNAPOLIS,MD,21401,,,2024-11-05,15608.22,,TRANSFER OF NET PROCEEDS,,C00869016,,,HOGAN,LARRY,,,,S,MD,,  ,,,,,,,
SB22,C00872101,4120,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,,,2024-11-05,29534.77,,TRANSFER OF NET PROCEEDS,,C00870139,,,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB22,C00872101,4127,,,CCM,HUNG CAO FOR VIRGINIA,,,,,,PO BOX 652,,PURCELLVILLE,VA,20134,,,2024-11-05,8682.23,,TRANSFER OF NET PROCEEDS,,C00802488,,,CAO,HUNG,,,,S,VA,,  ,,,,,,,
SB22,C00872101,4117,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,"3501 MACCORKLE AVE SE, NUM 131",,CHARLESTON,WV,25304,,,2024-11-05,4956.08,,TRANSFER OF NET PROCEEDS,,C00839100,,,JUSTICE,JAMES,CONLEY,,II,S,WV,,  ,,,,,,,
SB22,C00872101,4128,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,,,2024-11-05,5066.67,,TRANSFER OF NET PROCEEDS,,C00647339,,,CURTIS,JOHN,,,,S,UT,,  ,,,,,,,
SB22,C00872101,4122,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,,,2024-11-05,14004.21,,TRANSFER OF NET PROCEEDS,,C00852343,,,LAKE,KARI,,,,S,AZ,,  ,,,,,,,
SB22,C00872101,4118,,,CCM,NELLA FOR SENATE,,,,,,P.O. BOX 90574,,ALBUQUERQUE,NM,87199,,,2024-11-05,5290.66,,TRANSFER OF NET PROCEEDS,,C00865956,,,DOMENICI,NELLA,LOUISE,,,S,NM,,  ,,,,,,,
SB22,C00872101,4125,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,49085,,,2024-11-05,36200.08,,TRANSFER OF NET PROCEEDS,,C00849810,,,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00872101,4116,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-11-05,33995.85,,TRANSFER OF NET PROCEEDS,,C00845032,,,BROWN,SAM,,,,S,NV,,  ,,,,,,,
SB22,C00872101,4129,,,CCM,STEVE DAINES FOR MONTANA,,,,,,PO BOX 1598,,HELENA,MT,59624,,,2024-11-05,28993.29,,TRANSFER OF NET PROCEEDS,,C00491357,,,DAINES,STEVE,,,,S,MT,,  ,,,,,,,
SB22,C00872101,4130,,,CCM,STEVE DAINES FOR MONTANA,,,,,,PO BOX 1598,,HELENA,MT,59624,,,2024-11-05,9427.27,,TRANSFER OF NET PROCEEDS,,C00491357,,,DAINES,STEVE,,,,S,MT,,  ,,,,,,,
SB22,C00872101,4126,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,,,2024-11-05,31319.23,,TRANSFER OF NET PROCEEDS,,C00844159,,,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
SB22,C00872101,4131,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE 115,ALEXANDRIA,VA,22314,,,2024-11-05,35841.40,,TRANSFER OF NET PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
SB22,C00872101,4132,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-05,73959.31,,TRANSFER OF NET PROCEEDS - GENERAL ACCT,,C00027466,,,,,,,,,,,  ,,,,,,,
