form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00544650,SB21B.I23343,,,ORG,ANEDOT,,,,,,PO BOX 84314,SUITE 2105,BATON ROUGE,LA,708841821,,,2023-10-18,686.85,,ONLINE PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23344,,,ORG,ANEDOT,,,,,,PO BOX 84314,SUITE 2105,BATON ROUGE,LA,708841821,,,2023-10-31,823.05,,ONLINE PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23346,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE. 400",,TYSONS CORNER,VA,22182,,,2023-10-25,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23347,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE. 400",,TYSONS CORNER,VA,22182,,,2023-11-27,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23348,,,ORG,CMDI,,,,,,"1593 SPRING HILL RD., STE. 400",,TYSONS CORNER,VA,22182,,,2023-12-27,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23350,,,ORG,HUCKABY DAVIS LISKER,,,,,,228 S WASHINGTON STREET STE 115,,ALEXANDRIA,VA,22314,,,2023-10-25,2482.58,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23351,,,ORG,HUCKABY DAVIS LISKER,,,,,,228 S WASHINGTON STREET STE 115,,ALEXANDRIA,VA,22314,,,2023-12-26,2334.32,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23352,,,ORG,OORBEEK MEMMOTT GROUP,,,,,,3905 N. DUMBARTON ST.,,ARLINGTON,VA,22207,,,2023-10-25,21349.43,,EVENT CATERING/SITE RENTAL/TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23353,,,ORG,OORBEEK MEMMOTT GROUP,,,,,,3905 N. DUMBARTON ST.,,ARLINGTON,VA,22207,,,2023-11-15,10720.47,,EVENT CATERING/SITE RENTAL/TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23354,,,ORG,SCR & ASSOCIATES LLC,,,,,,100 TRADECENTER,STE. G-700,WOBURN,MA,018011851,,,2023-10-25,1100.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23355,,,ORG,THE CW GROUP,,,,,,1152 MAE ST.,STE. 129,HUMMELSTOWN,PA,17036,,,2023-10-25,13547.40,,FUNDRAISING CONSULTING/EVENT CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23356,,,ORG,THE CW GROUP,,,,,,1152 MAE ST.,STE. 129,HUMMELSTOWN,PA,17036,,,2023-12-26,2500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23357,,,ORG,TWENTY-FIRST CENTURY GROUP INC.,,,,,,434 NEW JERSEY AVENUE SE,,WASHINGTON,DC,20003,,,2023-10-25,550.00,,EVENT SITE RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.I23358,,,ORG,TWENTY-FIRST CENTURY GROUP INC.,,,,,,434 NEW JERSEY AVENUE SE,,WASHINGTON,DC,20003,,,2023-12-26,770.00,,EVENT SITE RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00544650,SB21B.46867,,,PAC,BGR PAC,,,,,,601 13TH STREET NW,,WASHINGTON,DC,200053807,,,2023-11-20,958.00,,IN-KIND CONTRIBUTION,,C00359588,,,,,,,,,,,  ,,,,,,,EVENT CATERING/SITE RENTAL
