form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00480863,VE6B9422F95FD68C96B5,,,ORG,Brian Ault - Shooting Instructor,,,,,,13327 Elliott Dr.,,Clarksville,MD,21029,P2026,,2024-11-12,50.00,,In-kind: Fundraising event expense 2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,V523EF528CBC48814909,,,ORG,Dave Greenblatt - Shooting Instructor,,,,,,1030 Vermeer Ave,,Gaithersburg,MD,20878,P2026,,2024-11-12,50.00,,In-kind: Fundraising event expense 2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,C333302FD08ED1038B0,,,CCM,Deb Fischer For US Senate,,,,,,"5555 SOUTH ST, STE. 200",,LINCOLN,NE,68506,G2024,,2024-10-21,5000.00,,2024 General,011,C00498907,,S2NE00094,Fischer,Debra,S.,,,S,NE,,,,,,,,,
SB23,C00480863,A4895B2345FC03D0329,,,CCM,Guy For Congress,,,,,,PO Box 23177,,Pittsburgh,PA,15222,G2024,,2024-11-18,-2500.00,,Void of 07.29.24 Disbursement,011,C00657833,,H8PA18199,Reschenthaler,Guy,L.,,,H,PA,14,,,,,,,,
SB23,C00480863,9335D1BD1D9C4B6BC83,,,CCM,Jake Ellzey For Congress,,,,,,791 HWY 77 N,STE-C #258,WAXAHACHIE,TX,75164,G2024,,2024-10-31,1000.00,,2024 General,011,C00770438,,H8TX06266,Ellzey,Jake,K.,,,H,TX,06,,,,,,,,
SB23,C00480863,V337761D41CFA875F00C,,,ORG,Mark Williams - Shooting Instructor,,,,,,9235 Vendome Dr.,,Bethesda,MD,20817,P2026,,2024-11-12,50.00,,In-kind: Fundraising event expense 2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,V2C27D60F7C057590782,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,G2024,,2024-10-17,76.80,,In-kind: Fundraising event expense 2024 General,011,C00674259,Dr John Joyce For Congress,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,In-Kind
SB23,C00480863,V56C0FE6B3804505DA1A,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,G2024,,2024-10-17,25.00,,In-kind: Fundraising event expense 2024 General,011,C00674259,Dr John Joyce For Congress,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,In-Kind
SB23,C00480863,VA83DB520A95BE7136EE,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2026,,2024-11-12,25.00,,2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,V649913E51FE5BB275BD,,,ORG,"National Shooting Sports Foundation, Inc.",,,,,,11 Mile Hill Rd,,Newtown,CT,064702328,P2026,,2024-11-12,76.80,,In-kind: Fundraising event expense 2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,V57C5E0D363CBEA16DCC,,,ORG,Orvis Hill Country Shooting Grounds,,,,,,519 Gladhill Road,,Fairfield,PA,17320,G2024,,2024-10-17,3471.80,,In-kind: Fundraising event expense 2024 General,011,C00674259,Dr John Joyce For Congress,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,In-Kind
SB23,C00480863,V9E025993F349F10CEDE,,,ORG,Prince George's Trap & Skeet Center,,,,,,10400 Good Luck Road,,Glenn Dale,MD,20769,P2026,,2024-11-12,1892.00,,In-kind: Fundraising event expense 2026 Primary,011,C00441014,Rob Wittman For Congress,H8VA01147,Wittman,Robert,Joseph,,,H,VA,01,,,,,,,,In-Kind
SB23,C00480863,4B33C7B1D26C8048788,,,CCM,Tony Wied For Congress,,,,,,PO Box 5003,,De Pere,WI,54115,G2024,,2024-11-18,-1000.00,,Void of 09.24.24 Disbursement,011,C00875518,,H4WI08119,Wied,Tony,,,,H,WI,08,,,,,,,,
SB23,C00480863,8345512AD68375CE0AF,,,CCM,Victoria Spartz For Congress,,,,,,PO Box 505,,Noblesville,IN,46061,G2024,,2024-11-18,-1000.00,,Void of 10.11.24 Disbursement,011,C00737767,,H0IN05326,Spartz,Victoria,,,,H,IN,05,,,,,,,,
