form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00762062,SB29.4791,,,PAC,ALL TOGETHER COLORADO,,,,,,"191 UNIVERSITY BLVD, STE 118",,DENVER,CO,80206,,,2024-10-04,5000.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00762062,SB29.4844,,,CCM,BACON FOR COLORADO,,,,,,"4860 CHAMBERS RD, Box 53",,DENVER,CO,80239,,,2024-10-21,450.00,,Non-Federal Contribution,011,,BACON FOR COLORADO,,BACON,JENNIFER,,,,,,,,,,,,,,
SB29,C00762062,SB29.4895,,,CCM,"BRADFORD, MATT FRIENDS OF",,,,,,PO BOX 349,,NORRISTOWN,PA,19404,,,2024-11-04,1500.00,,Non-Federal Contribution from Non-Contribution Account,011,,"BRADFORD, MATT FRIENDS OF",,BRADFORD,MATT,,,,,,,,,,,,,,
SB29,C00762062,SB29.4796,,,CCM,BRIDGES FOR COLORADO,,,,,,"7600 LANDMARK WAY, #805",,GREENWOOD VILLAGE,CO,80111,,,2024-10-03,450.00,,Non-Federal Contribution,011,,BRIDGES FOR COLORADO,,BRIDGES,JEFF,,,,,,,,,,,,,,
SB29,C00762062,SB29.4932,,,CCM,Citizens for Grove,,,,,,1854 ASHCOMBE DRIVE,,Dover,PA,17315,,,2024-10-21,1500.00,,Non-Federal Contribution from Non-Contribution Account,011,,Citizens for Grove,,,,,,,,,,,,,,,,,
SB29,C00762062,SB29.4910,,,CCM,CITIZENS FOR HUGHES,,,,,,4601 MARKET ST. 1ST FLR,,PHILADELPHIA,PA,19139,,,2024-11-18,1500.00,,Non-Federal Contribution from Non-Contribution Account,011,,CITIZENS FOR HUGHES,,HUGHES,VINCENT,,,,,,,,,,,,,,
SB29,C00762062,SB29.4886,,,CCM,Citizens for Jordan Harris,,,,,,PO BOX 32097,,PHILADELPHIA,PA,19146,,,2024-11-01,1500.00,,Non-Federal Contribution from Non-Contribution Account,011,,Citizens for Jordan Harris,,HARRIS,JORDAN,,,,,,,,,,,,,,
SB29,C00762062,SB29.4883,,,CCM,CITIZENS FOR KAIL,,,,,,PO BOX 94,,BEAVER,PA,15009,,,2024-10-31,1500.00,,Non-Federal Contribution from Non-Contribution Account,011,,,,,,,,,,,,,,,,,,,
SB29,C00762062,SB29.4809,,,CCM,COLEMAN FOR COLORADO,,,,,,5389 LIVERPOOL ST.,,DENVER,CO,80249,,,2024-10-14,450.00,,Non-Federal Contribution,011,,COLEMAN FOR COLORADO,,COLEMAN,JAMES,,,,,,,,,,,,,,
SB29,C00762062,SB29.4789,,,PAC,COLORADO WAY FORWARD,,,,,,"191 UNIVERSITY BLVD, STE 118",,DENVER,CO,80206,,,2024-10-04,5000.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00762062,SB29.4847,,,CCM,COMMITTEE TO ELECT BARBARA KIRKMEYER TO STATE SENATE,,,,,,6100 COUNTY ROAD 4,,BRIGHTON,CO,80603,,,2024-10-22,450.00,,Non-Federal Contribution,011,,COMMITTEE TO ELECT BARBARA KIRKMEYER TO STATE SENATE,,KIRKMEYER,BARBARA,,,,,,,,,,,,,,
