form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00536540,SB.1,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-10-03,5000.00,,CONTRIBUTION GENERAL 2024,,C00547893,,,STEFANIK,ELISE,,,,H,NY,21,  ,,,,,,,
SB23,C00536540,SB.2,,,CCM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,63022,G2024,,2024-10-04,5000.00,,CONTRIBUTION GENERAL 2024,,C00495846,,,WAGNER,ANN,,,,H,MO,02,  ,,,,,,,
SB23,C00536540,SB.3,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,824 S. MILLEDGE AVENUE SUITE 101,,ATHENS,GA,30604,G2024,,2024-10-04,5000.00,,CONTRIBUTION GENERAL 2024,,C00543967,,,CARTER,EARL,,,,H,GA,01,  ,,,,,,,
SB23,C00536540,SB.4,,,CCM,COLE FOR CONGRESS,,,,,,PO BOX 7222256,,NORMAN,OK,73076,G2024,,2024-10-04,5000.00,,CONTRIBUTION GENERAL 2024,,C00379735,,,COLE,THOMAS,,,,H,OK,04,  ,,,,,,,
SB23,C00536540,SB.5,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172ND AVENUE STE 166 #399,,HAPPY VALLEY,OR,97086,G2024,,2024-10-04,5000.00,,CONTRIBUTION GENERAL 2024,,C00784520,,,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB23,C00536540,SB.6,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE #227,,FRESNO,CA,93704,G2024,,2024-10-04,5000.00,,CONTRIBUTION GENERAL 2024,,C00499392,,,VALADAO,DAVID,,,,H,CA,22,  ,,,,,,,
SB23,C00536540,SB.7,,,CCM,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00439521,,,,,,,,,,,  ,,,,,,,
SB23,C00536540,SB.8,,,CCM,CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE INC,,,,,,PO BOX 11091,,CHATTANOOGA,TN,37401,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00461822,,,FLEISCHMANN,CHARLES,,,,H,TN,03,  ,,,,,,,
SB23,C00536540,SB.9,,,CCM,DAVIDSON FOR CONGRESS,,,,,,PO BOX 518,,TROY,OH,45373,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00600718,,,DAVIDSON,WARREN,,,,H,OH,08,  ,,,,,,,
SB23,C00536540,SB.10,,,CCM,FRIENDS OF MCCORMICK,,,,,,PO BOX 3043,,CUMMING,GA,30040,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00706747,,,MCCORMICK,RICHARD,,,,H,GA,07,  ,,,,,,,
SB23,C00536540,SB.11,,,CCM,GRAVES FOR CONGRESS,,,,,,PO BOX 201,,PLATTE CITY,MO,64079,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00359034,,,GRAVES,SAMUEL,,,,H,MO,06,  ,,,,,,,
SB23,C00536540,SB.12,,,CCM,JOHN BERGMAN FOR CONGRESS,,,,,,1595 BUNKER HILL RD #434,,ACME,MI,49610,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00614214,,,BERGMAN,JOHN,,,,H,MI,01,  ,,,,,,,
SB23,C00536540,SB.13,,,CCM,KELLY FOR CONGRESS,,,,,,PO BOX 7092,,TUPELO,MS,38802,G2024,,2024-10-06,5000.00,,CONTRIBUTION GENERAL 2024,,C00573980,,,KELLY,JOHN,KENT,,,H,MS,01,  ,,,,,,,
SB23,C00536540,SB.14,,,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,G2024,,2024-10-07,5000.00,,CONTRIBUTION GENERAL 2024,,C00801241,,,FLOOD,MIKE,,,,H,NE,01,  ,,,,,,,
SB23,C00536540,SB.15,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE SUITE C-186,,CHARLESTON,SC,29492,G2024,,2024-10-07,5000.00,,CONTRIBUTION GENERAL 2024,,C00710103,,,MACE,NANCY,,,,H,SC,01,  ,,,,,,,
SB23,C00536540,SB.16,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-10-11,5000.00,,CONTRIBUTION GENERAL 2024,,C00808279,,,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
