form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00009282,B850006,,,CCM,Crane for Indiana Committee,,,,,,8103 E. US 36,,Avon,IN,46123,P2024,,2023-11-28,-1000.00,,P-2024 State Senate 24 IN,011,,,,Crane,John,,,,S,IN,24,,,,,,,,Voided: Original check dated 06/27/2023
SB29,C00009282,B859055,,,CCM,John Bell Committee,,,,,,501 Holland Hill Drive,,Goldsboro,NC,27530,P2024,,2023-11-07,1500.00,,P-2024 State House 10 NC,011,,,,Bell,John,,,,H,NC,10,,,,,,,,
SB29,C00009282,B859054,,,CCM,Phil Berger Campaign,,,,,,9660 Falls of Neuse Rd. #224,,Raleigh,NC,27615,P2024,,2023-11-07,2500.00,,P-2024 State Senate 26 NC,011,,,,Berger,Phillip,,,,S,NC,26,,,,,,,,
SB29,C00009282,B859072,,,CCM,Bishop For NC,,,,,,PO Box 1285,,Waxhaw,NC,28173,P2024,,2023-11-07,1000.00,,P-2024 State Att. General  NC,011,,,,Bishop,Dan,,,,,NC, ,,,,,,,,
SB29,C00009282,B859062,,,CCM,Danny Britt for NC Senate,,,,,,1101  N Walnut Street,,Lumberton,NC,28358,P2024,,2023-11-07,1000.00,,P-2024 State Senate 24 NC,011,,,,Britt,Danny,E,,,S,NC,24,,,,,,,,
SB29,C00009282,B859069,,,CCM,Dave Craven for NC,,,,,,PO Box 487,,Asheboro,NC,27204,P2024,,2023-11-07,1000.00,,P-2024 State Senate 29 NC,011,,,,Craven,Dave,,,,S,NC,29,,,,,,,,
SB29,C00009282,B859058,,,CCM,Citizens for Destin Hall,,,,,,606 College Avenue SW,,Lenoir,NC,28645,P2024,,2023-11-07,2500.00,,P-2024 State House 87 NC,011,,,,Hall,Destin,,,,H,NC,87,,,,,,,,
SB29,C00009282,B859066,,,CCM,Kyle Hall Committee,,,,,,PO Box 2024,,King,NC,27021,P2024,,2023-11-07,1000.00,,P-2024 State House 91 NC,011,,,,Hall,Kyle,,,,H,NC,91,,,,,,,,
SB29,C00009282,B859065,,,CCM,Committee to Elect Frank Iler,,,,,,P.O. Box 145,,Oak Island,NC,28465,P2024,,2023-11-07,1000.00,,P-2024 State House 17 NC,011,,,,Iler,Frank,,,,H,NC,17,,,,,,,,
SB29,C00009282,B859057,,,CCM,Brent Jackson for NC Senate,,,,,,2924 Ernest Williams Road,,Autryville,NC,28318,P2024,,2023-11-07,2000.00,,P-2024 State Senate 09 NC,011,,,,Jackson,Brent,,,,S,NC,09,,,,,,,,
SB29,C00009282,B859070,,,CCM,Committee to Elect Jake Johnson,,,,,,PO Box 681,,Columbus,NC,28722,P2024,,2023-11-07,750.00,,P-2024 State House 113 NC,011,,,,Johnson,Jake,,,,H,NC,11,,,,,,,,
SB29,C00009282,B859060,,,CCM,Committee to Elect Brenden Jones,,,,,,PO Box 1,,Tabor City,NC,28463,P2024,,2023-11-07,1000.00,,P-2024 State House 46 NC,011,,,,Jones,Brenden,,,,H,NC,46,,,,,,,,
SB29,C00009282,B859071,,,CCM,Lazzara for NC Senate,,,,,,105 Dover Lane,,Jacksonville,NC,28540,P2024,,2023-11-07,1000.00,,P-2024 State Senate 06 NC,011,,,,Lazzara,Michael,,,,S,NC,06,,,,,,,,
SB29,C00009282,B859061,,,CCM,McInnis for State Senate,,,,,,326 Northside DR.,,Rockingham,NC,28379,P2024,,2023-11-07,1000.00,,P-2024 State Senate 21 NC,011,,,,McInnis,Thomas,,,,S,NC,21,,,,,,,,
SB29,C00009282,B859053,,,CCM,Cmte to Elect Tim Moore,,,,,,305 E King St,,Kings Mountain,NC,28086,P2024,,2023-11-07,1000.00,,P-2024 State House 111 NC,011,,,,Moore,Tim,,,,H,NC,11,,,,,,,,
SB29,C00009282,B859059,,,CCM,Rabon for Senate,,,,,,5816 Crabapple Rd. NE,,Wiinabow,NC,28479,P2024,,2023-11-07,1000.00,,P-2024 State Senate 8 NC,011,,,,Rabon,Bill,,,,S,NC,08,,,,,,,,
SB29,C00009282,B859056,,,CCM,Jason Saine Committee,,,,,,417 East Main St./Ste. 103,,Lincolnton,NC,28092,P2024,,2023-11-07,2000.00,,P-2024 State House 97 NC,011,,,,Saine,Jason,,,,H,NC,97,,,,,,,,
SB29,C00009282,B859067,,,CCM,Committee to Elect Benton Sawrey,,,,,,86 Riverglade Drive,,Clayton,NC,27527,P2024,,2023-11-07,1000.00,,P-2024 State Senate 10 NC,011,,,,Sawrey,Benton,,,,S,NC,10,,,,,,,,
SB29,C00009282,B859063,,,CCM,Committee to Elect Vickie Sawyer,,,,,,337 Whippoorwill Road,,Mooresville,NC,28117,P2024,,2023-11-07,1000.00,,P-2024 State Senate 37 NC,011,,,,Sawyer,Vickie,,,,S,NC,37,,,,,,,,
