form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00887182,500137451,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-10-29,621.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137456,,,ORG,APISource Inc.,,,,,,7850 Walker Dr,Ste 400,Greenbelt,MD,207703240,,,2024-10-18,4306.98,0.00,Printing,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137452,,,ORG,Blue Wave Political Partners,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-11-14,3509.85,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137459,,,ORG,Lamar Companies,,,,,,PO Box 746966,,Atlanta,GA,303746966,,,2024-10-21,1250.00,0.00,Advertising (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137460,,,ORG,Lamar Companies,,,,,,PO Box 746966,,Atlanta,GA,303746966,,,2024-10-28,1711.72,0.00,Advertising (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137461,,,ORG,Lamar Companies,,,,,,PO Box 746966,,Atlanta,GA,303746966,,,2024-10-29,887.50,0.00,Advertising (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137453,,,ORG,NORTH CAROLINA FAMILIES FIRST,,,,,,PO Box 255,,Raleigh,NC,276020255,,,2024-10-22,150000.00,0.00,Donation,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,6117345I,6117345,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-11-05,268.57,0.00,List Rental,,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,6117346I,6117346,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-11-05,1166.51,0.00,Staff Time (Federal),,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,6117347I,6117347,SA17,PAC,PLANNED PARENTHOOD VOTES,,,,,,123 William St,,New York,NY,100383804,,,2024-11-05,2253.07,0.00,Staff Time (Non-Federal),,C00489799,,,,,,,,,,,,,,,,,,* In-Kind Received
SB29,C00887182,500137458,,,ORG,SB Digital,,,,,,2010 Massachusetts Ave NW,Ste 200,Washington,DC,200361012,,,2024-10-21,350000.00,0.00,Advertising (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137454,,,ORG,SB Digital,,,,,,2010 Massachusetts Ave NW,Ste 200,Washington,DC,200361012,,,2024-10-28,5000.00,0.00,Digital Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137457,,,ORG,"The Pivot Group, Inc.",,,,,,712 H St NE,Unit 606,Washington,DC,200023627,,,2024-10-21,24928.00,0.00,Printing (Non-Federal),,,,,,,,,,,,,,,,,,,,
SB29,C00887182,500137462,,,ORG,The Strategy Group,,,,,,500 W Madison St,Ste 1000,Chicago,IL,606612559,,,2024-10-21,341602.33,0.00,Direct Mail Services (Non-Federal),,,,,,,,,,,,,,,,,,,,
