form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00838912,500240422,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-07-02,20336.68,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240432,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-07-15,41.25,0.00,Salary & Overhead Expenses,,C00010603,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240431,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-07-23,6200.00,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240434,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-07-26,567.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240433,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2024-07-30,4.25,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240426,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-07-31,5.00,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240424,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-08-02,13857.49,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240427,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-08-28,0.85,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240435,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-08-29,416.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240428,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-08-30,8.00,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240425,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2024-09-03,92928.04,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240429,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-09-04,6.30,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500240430,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-09-11,127.75,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500249500,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2024-09-24,99.05,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500249499,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-09-26,672.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500251828,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2024-09-30,99.05,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500249501,,,PAC,JStreetPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-09-30,4.26,0.00,Service Fee,,C00441949,,,,,,,,,,,,,,,,,,
