form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00724203,500190987,,,ORG,Fiesta 98.1 FM,,,,,,6955 N Durango Dr,Unit P 1115,Las Vegas,NV,891494418,G2024,,2024-10-13,1250.00,2024-10-11,9612908.58,Media Buy,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500190988,,,ORG,Fiesta 98.1 FM,,,,,,6955 N Durango Dr,Unit P 1115,Las Vegas,NV,891494418,G2024,,2024-10-13,1250.00,2024-10-11,1027190.37,Media Buy,,,S,S8NV00156,Rosen,Jacky,,,,S,,NV,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500191866,,,ORG,Map Political Communication,,,,,,2400 S 4th St,,Austin,TX,787045306,G2024,,2024-10-16,8020.00,2024-10-15,300000.00,Media Production,,,O,S4NM00183,Domenici,Nella,Louise,,,S,,NM,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189075,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,250000.00,2024-10-01,9612908.58,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189076,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,250000.00,2024-10-01,1082730.00,Canvassing,,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189083,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,97625.00,2024-10-01,9612908.58,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189094,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,97624.99,2024-10-01,620384.95,Canvassing,,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,,PA,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189099,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,105125.76,2024-10-01,9612908.58,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189102,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,105125.75,2024-10-01,574798.75,Canvassing,,,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Morales,Melissa,,,,2025-01-23,
SE,C00724203,500189103,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-01,56435.28,2024-10-01,9612908.58,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2025-01-23,
