form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00003764,18203527,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2024-06-03,-5000.00,0.00,Original contribution was made on 5/20/24,011,C00668491,William Timmons For Congress,H8SC04250,Timmons,William,,Rep.,IV,H,SC,04,,,,,,,,Original contribution was made on 5/20/24
SB23,C00003764,18203528,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,P2024,,2024-06-03,5000.00,0.00,,011,C00668491,William Timmons For Congress,H8SC04250,Timmons,William,,Rep.,IV,H,SC,04,,,,,,,,
SB23,C00003764,18204342,,,CCM,Simpson For Congress,,,,,,1487 Parkway Drive,,Blackfoot,ID,832211667,P2024,,2024-06-05,-2500.00,0.00,Original contribution was made on 3/6/24,011,C00331397,Simpson For Congress,H8ID02064,Simpson,Mike,,Rep.,Dr.,H,ID,02,,,,,,,,Original contribution was made on 3/6/24
SB23,C00003764,18250009,,,CCM,Lalota For Congress,,,,,,PO Box 5744,,Hauppauge,NY,11788,P2024,,2024-06-24,5000.00,0.00,,011,C00806018,Lalota For Congress,H2NY01190,LaLota,Nick,,Rep.,,H,NY,01,,,,,,,,
SB23,C00003764,18250012,,,CCM,"Lawler For Congress, Inc.",,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2024-06-24,5000.00,0.00,,011,C00815415,"Lawler For Congress, Inc.",H2NY17162,Lawler,Mike,,Rep.,,H,NY,17,,,,,,,,
SB23,C00003764,18250016,,,CCM,Langworthy For Congress,,,,,,PO Box 120,,Clarence,NY,14031,P2024,,2024-06-24,5000.00,0.00,,011,C00817932,Langworthy For Congress,H2NY23228,Langworthy,Nicholas,,Rep.,,H,NY,23,,,,,,,,
SB23,C00003764,18250017,,,CCM,Marc For Us Inc.,,,,,,PO Box 219,,Leeds,NY,12451,P2024,,2024-06-24,2500.00,0.00,,011,C00789586,Marc For Us Inc.,H2NY19127,Molinaro,Marc,,Rep.,,H,NY,19,,,,,,,,
SB23,C00003764,18250179,,,PAC,Common Values PAC,,,,,,"901 N Washington St, Suite 700",,Alexandria,VA,22314,,,2024-06-25,2500.00,0.00,,011,C00442368,,,,,,,,,,,,,,,,,,
SB23,C00003764,18250271,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave Se #15180,,Washington,MA,20003,P2024,,2024-06-26,2500.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00003764,18250272,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave Se #15180,,Washington,MA,20003,G2024,,2024-06-26,2500.00,0.00,,011,C00541888,Katherine Clark For Congress,H4MA05084,Clark,Katherine,,Rep.,,H,MA,05,,,,,,,,
SB23,C00003764,18250337,,,CCM,"John James For Congress, Inc.",,,,,,P.O. Box 628,,St. Clair Shores,MI,48080,P2024,,2024-06-26,2500.00,0.00,,011,C00803502,"John James For Congress, Inc.",H2MI10150,James,John,,Rep.,,H,MI,10,,,,,,,,
