form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00014878,SB23.8428,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,3321 AVENUE I,SUITE 6,SCOTTSBLUFF,NE,69361,G2024,,2024-07-23,2500.00,,,,C00412890,,,,,,,,H,NE,03,,,,,,,,
SB23,C00014878,SB23.8424,,,PAC,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),,,,,,PO BOX 1672,,ALEXANDRIA,VA,22313,O2024,Not Applicable,2024-07-15,3000.00,,,,C00413948,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8442,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,200 E ST JULIAN ST SUITE 603,,SAVANNAH,GA,31401,G2024,,2024-09-17,2000.00,,,,C00543967,,,,,,,,H,GA,01,,,,,,,,
SB23,C00014878,SB23.8438,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,O2024,Not Applicable,2024-09-10,1500.00,,,,C00723189,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8450,,,CCM,CINDY HYDE-SMITH FOR US SENATE,,,,,,PO BOX 2930,,JACKSON,MS,39207,P2026,,2024-09-30,1000.00,,,,C00675348,,,,,,,,S,MS,00,,,,,,,,
SB23,C00014878,SB23.8437,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-08-16,2000.00,,,,C00345546,,,,,,,,H,WA,02,,,,,,,,
SB23,C00014878,SB23.8440,,,CCM,DELBENE FOR CONGRESS,,,,,,PO BOX 477,,KIRKLAND,WA,98083,G2024,,2024-09-12,1000.00,,,,C00459099,,,,,,,,H,WA,01,,,,,,,,
SB23,C00014878,SB23.8433,,,PAC,DUCKWORTH VICTORY FUND,,,,,,124 WASHINGTON STREET,SUITE 101,FOXBORO,MA,02035,O2024,Not Applicable,2024-07-25,1500.00,,,,C00577189,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8447,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,G2024,,2024-09-24,1000.00,,,,C00628917,,,,,,,,H,SD,01,,,,,,,,
SB23,C00014878,SB23.8446,,,CCM,JACKY ROSEN VICTORY FUND,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,O2024,Not Applicable,2024-09-24,1000.00,,,,C00772517,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8445,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,# 420,MIAMI,FL,33173,G2024,,2024-09-23,2500.00,,,,C00376087,,,,,,,,H,FL,25,,,,,,,,
SB23,C00014878,SB23.8443,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N STREET,SUITE 301,ANCHORAGE,AK,99501,G2024,,2024-09-19,1000.00,,,,C00812388,,,,,,,,H,AK,01,,,,,,,,
SB23,C00014878,SB23.8449,,,CCM,MORAN VICTORY COMMITTEE,,,,,,PO BOX 541,,BELLEVILLE,KS,66935,O2024,Not Applicable,2024-09-25,2500.00,,,,C00616268,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8432,,,CCM,PEOPLE FOR PATTY MURRAY,,,,,,PO BOX 3662,,SEATTLE,WA,98124,P2028,,2024-07-24,2500.00,,,,C00257642,,,,,,,,S,WA,00,,,,,,,,
SB23,C00014878,SB23.8429,,,CCM,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,SAN BERNARDINO,CA,92423,G2024,,2024-07-24,2500.00,,,,C00510461,,,,,,,,H,CA,31,,,,,,,,
SB23,C00014878,SB23.8435,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,P2026,,2024-07-30,500.00,,,,C00437889,,,,,,,,S,MI,00,,,,,,,,
SB23,C00014878,SB23.8436,,,CCM,PETERS FOR MICHIGAN,,,,,,PO BOX 32072,,DETROIT,MI,48244,G2026,,2024-07-30,1000.00,,,,C00437889,,,,,,,,S,MI,00,,,,,,,,
SB23,C00014878,SB23.8426,,,PAC,RAZOR PAC,,,,,,PO BOX 508,,ROGERS,AR,72757,O2024,Not Applicable,2024-07-15,2500.00,,,,C00493361,,,,,,,,,,,,,,,,,,
SB23,C00014878,SB23.8439,,,CCM,RON ESTES FOR CONGRESS,,,,,,12224 E BRACKEN CT,,WICHITA,KS,67206,G2024,,2024-09-11,2500.00,,,,C00632067,,,,,,,,H,KS,04,,,,,,,,
SB23,C00014878,SB23.8430,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,G2024,,2024-07-24,2500.00,,,,C00492785,,,,,,,,S,TX,00,,,,,,,,
