form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00854893,SE.4304,,,ORG,Basis Global Technology,,,,,,11 E Madison St 6th Fl,,Chicago,IL,60602,G2024,,2024-10-10,200000.00,2024-10-10,853216.57,Digital Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4305,,,ORG,Committee LLC,,,,,,2415 Robin Hood St.,,Houston,TX,77005,G2024,,2024-10-10,5000.00,2024-10-11,877416.57,Advertising Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4332,,,ORG,Eagle Media,,,,,,1301 East 4th Street,,North Platte,NE,69101,G2024,,2024-10-14,3740.00,2024-10-08,502252.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4330,,,ORG,Flood Communication of Beatrice,,,,,,200 Sherman St.,,Beatrice,NE,68310,G2024,,2024-10-14,3720.00,2024-10-08,498512.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4329,,,ORG,GI Family Radio,,,,,,3205 West North Front Street,,Grand Island,NE,68803,G2024,,2024-10-14,4505.00,2024-10-08,494792.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4308,,,ORG,iHeart Media,,,,,,9549 Koger Blvd. N Suite 200,,St. Petersburg,FL,33702,G2024,,2024-10-14,4200.00,2024-10-10,857416.57,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4327,,,ORG,KICX,,,,,,307 East 4th Street,,North Platte,NE,69101,G2024,,2024-10-14,2575.00,2024-10-08,490287.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4408,,,ORG,KICX,,,,,,307 East 4th Street,,North Platte,NE,69101,G2024,,2024-10-14,251.25,2024-10-16,904257.70,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4325,,,ORG,KNLV Radio,,,,,,205 S 16th St,,Ord,NE,68862,G2024,,2024-10-14,910.00,2024-10-08,487712.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4323,,,ORG,KNZA Radio Group,,,,,,P.O. Box 104,,Hiawatha,KS,66434,G2024,,2024-10-14,1760.00,2024-10-08,486802.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4321,,,ORG,KRFS AM/FM,,,,,,630 West 8th,,Superior,NE,68978,G2024,,2024-10-14,1200.00,2024-10-08,485042.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4319,,,ORG,KTCH/KCTY Radio,,,,,,PO Box 413,,Wayne,NE,68787,G2024,,2024-10-14,2635.75,2024-10-08,483842.25,Radio Advertising,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4220,,,ORG,MLB Research Associates,,,,,,54 Stage Road,,Williamsburg,MA,01096,G2024,,2024-10-16,2466.14,2024-10-02,466414.02,Newspaper Ad Production,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4302,,,ORG,MLB Research Associates,,,,,,54 Stage Road,,Williamsburg,MA,01096,G2024,,2024-10-14,4510.00,2024-10-08,476388.50,Radio Ad Production,,C00854893,S,S4NE00207,OSBORN,DAN,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4298,,,ORG,MLB Research Associates,,,,,,54 Stage Road,,Williamsburg,MA,01096,G2024,,2024-10-16,964.32,2024-10-10,503216.57,Print Ad Producdtion,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4218,,,ORG,Nebraska Press Advertising Service,,,,,,845 'S' St.,,Lincoln,NE,68508,G2024,,2024-10-16,2941.96,2024-10-01,420007.72,Print Advertising,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
SE,C00854893,SE.4219,,,ORG,Nebraska Press Advertising Service,,,,,,845 'S' St.,,Lincoln,NE,68508,G2024,,2024-10-16,11142.66,2024-10-02,463947.88,Print Advertising,,C00854893,O,S2NE00094,FISCHER,DEBRA S.,,,,S,00,NE,Helmink,Michael,D,,Sr.,2024-12-05,
