form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00882233,B-16162,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-07-28,5885.68,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16163,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-07-31,1427.55,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16164,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-01,509.90,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16165,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-05,922.00,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16166,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-08,499.63,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16167,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-12,84.04,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16168,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-15,79.12,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16169,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-19,272.67,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16170,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-22,2467.27,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-16171,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,G2024,,2024-08-26,1543.57,,Authorized Platform: ActBlue Technical Services is registered with the FEC and operates as a conduit,001,,,,,,,,,,,,,,,,,,,
