form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00740555,EB17247,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,G2024,,2024-07-01,29.95,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17268,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,G2024,,2024-07-18,30.00,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17255,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-07-22,2.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17254,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,G2024,,2024-07-22,0.78,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17273,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,G2024,,2024-07-31,2400.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17261,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-07-31,1.20,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17260,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-07-31,15.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17289,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,G2024,,2024-08-22,30.00,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17277,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-08-26,1.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17276,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,G2024,,2024-08-26,0.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17285,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-08-31,1.20,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17284,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-08-31,15.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17286,,,ORG,PARA BELLUM PUBLIC AFFAIRS LLC,,,,,,1761 LEMON TER,,SANTA ANA,CA,92705,G2024,,2024-09-09,5000.00,,PAC CONSULTING SERVICES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17294,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-09-23,1.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17295,,,ORG,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,G2024,,2024-09-23,0.39,,CREDIT CARD PROCESSING FEES,003,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17309,,,ORG,BANK OF AMERICA,,,,,,67 TECHNOLOGY DRIVE,,IRVINE,CA,92618,G2024,,2024-09-30,5.00,,BANK FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17312,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,G2024,,2024-09-30,2400.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17305,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-09-30,1.20,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00740555,EB17304,,,ORG,CAMPAIGN SOLUTIONS,,,,,,117 N SAINT ASAPH ST,,ALEXANDRIA,VA,22314,G2024,,2024-09-30,14.00,,FUNDRAISING COMMISSION COSTS,003,,,,,,,,,,,,,,,,,,,
