form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00110577,SB23.18600,,,CCM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,63022,G2024,,2024-07-15,2500.00,,political contribution,011,C00495846,ANN WAGNER FOR CONGRESS,H2MO02102,WAGNER,ANN L.,,,,H,MO,02,,,,,,,,
SB23,C00110577,SB23.18652,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-09-13,2500.00,,POLITICAL CONTRIBUTION,011,,BANKS FOR SENATE,H6IN03229,BANKS,JAMES E,,,,H,IN,03,,,,,,,,
SB23,C00110577,SB23.18615,,,CAN,,BARR,ANDY,,,,PO BOX 2059,,LEXINGTON,KY,40588,G2024,,2024-09-20,2500.00,,political contribution,011,,,H0KY06104,BARR,ANDY,,,,,,,,,,,,,,
SB23,C00110577,SB23.18614,,,CCM,BEATTY FOR CONGRESS,,,,,,PO BOX 172,,COLUMBUS,OH,43216,G2024,,2024-09-20,2500.00,,political contribution,011,C00507368,BEATTY FOR CONGRESS,H2OH03125,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00110577,SB23.18613,,,CCM,BOB CASEY FOR SENATE INC,,,,,,607 14TH STREET NW SUITE 800,,WASHINGTON,DC,20005,G2024,,2024-09-16,1000.00,,political contribution,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00110577,SB23.18599,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-07-15,2500.00,,political contribution,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00110577,SB23.18603,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-09-10,2500.00,,political contribution,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00110577,SB23.18605,,,CCM,CASTEN FOR CONGRESS,,,,,,PO BOX 132,,DOWNERS GROVE,IL,60515,G2024,,2024-09-10,1000.00,,political contribution,011,,"CASTEN, SEAN",,,,,,,H,IL,06,,,,,,,,
SB23,C00110577,SB23.18635,,,CCM,CLEAVER FOR CONGRESS,,,,,,PO BOX 411872,,KANSAS CITY,MO,64141,G2024,,2024-09-10,2500.00,,political contribution,011,,CLEAVER FOR CONGRESS,,CLEAVER,EMANUEL,,,,,,,,,,,,,,
SB23,C00110577,SB23.18656,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2024,,2024-09-13,2500.00,,POLITICAL CONTRIBUTION,011,,CRAMER FOR SENATE,,CRAMER,KEVIN,,,,,,,,,,,,,,
SB23,C00110577,SB23.18606,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-09-13,1500.00,,political contribution,011,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB23,C00110577,SB23.18611,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-09-16,2500.00,,political distribution,011,C00575167,DON BACON FOR CONGRESS,H6NE02125,BACON,DONALD J,,,,H,NE,02,,,,,,,,
SB23,C00110577,SB23.18610,,,CCM,DWIGHT EVANS FOR CONGRESS,,,,,,PO BOX 6578,,PHILADELPHIA,PA,19138,G2024,,2024-09-13,2500.00,,political distribution,011,C00591065,DWIGHT EVANS FOR CONGRESS,H6PA02171,EVANS,DWIGHT,,,,H,PA,03,,,,,,,,
SB23,C00110577,SB23.18587,,,CCM,FRENCH HILL FOR ARKANSAS,,,,,,PO BOX 7841,,LITTLE ROCK,AR,72217,G2024,,2024-07-10,2500.00,,political contribution,011,C00551275,FRENCH HILL FOR ARKANSAS,H4AR02141,HILL,JAMES FRENCH,,,,H,AR,02,,,,,,,,
SB23,C00110577,SB23.18612,,,CCM,FRIENDS OF MARK WARNER,,,,,,"2034 EISENHOWER AVENUE, SUITE 222",,ALEXANDRIA,VA,22314,P2026,,2024-09-16,2500.00,,political distribution,011,C00438713,FRIENDS OF MARK WARNER,S6VA00093,WARNER,MARK ROBERT,,,,S,VA,00,,,,,,,,
SB23,C00110577,SB23.18617,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 15293,,WASHINGTON,DC,20003,G2024,,2024-09-27,2500.00,,political contribution,011,C00264697,FRIENDS OF SHERROD BROWN,H2OH13033,BROWN,SHERROD,,,,H,OH,13,,,,,,,,
SB23,C00110577,SB23.18601,,,CCM,"FRIENDS OF TODD YOUNG, INC.",,,,,,PO BOX 1053,,BLOOMINGTON,IN,47402,G2028,,2024-07-17,2500.00,,political contribution,011,C00459255,"FRIENDS OF TODD YOUNG, INC.",H0IN09070,YOUNG,TODD CHRISTOPHER,,,,H,IN,09,,,,,,,,
