form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00886010,500104008,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,,,2024-09-27,51148.60,0.00,Transfer,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB22,C00886010,500104002,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2024-09-27,51148.60,0.00,Transfer,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB22,C00886010,500104011,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-27,24000.00,0.00,Transfer,,C00685297,,,,,,,,,,,,,,,,,,
SB22,C00886010,500104009,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,,,2024-09-27,51148.60,0.00,Transfer,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB22,C00886010,500104004,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,,,2024-09-27,51148.60,0.00,Transfer,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB22,C00886010,500104005,,,CCM,KAPTUR FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,,,2024-09-27,51148.60,0.00,Transfer,,C00154625,,,KAPTUR,MARCY,M.C.,,,H,OH,09,,,,,,,,
SB22,C00886010,500104003,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-09-27,51148.60,0.00,Transfer,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00886010,500104007,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,,,2024-09-27,51148.60,0.00,Transfer,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB22,C00886010,500104010,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2024-09-27,51148.60,0.00,Transfer,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB22,C00886010,500104006,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,,,2024-09-27,51148.60,0.00,Transfer,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
