form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00810499,SB21B.4196,,,ORG,Adriatic Events/American Croation Lodge/AMD,,,,,,34900 Lake Shore Blvd,,Eastlake,OH,44095,S2023,Special-General,2023-07-22,1000.00,,Meeting Expense,007,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4197,,,ORG,Adriatic Events/American Croation Lodge/AMD,,,,,,34900 Lake Shore Blvd,,Eastlake,OH,44095,S2023,Special-General,2023-07-24,1500.00,,Meeting Expense,007,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4239,,,ORG,Creative Governmental Outreach LLC,,,,,,9301 S Brown Rd,,Chardon,OH,44024,G2023,,2023-11-13,1250.00,,Signage,004,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4231,,,ORG,Morgan Litho,,,,,,4101 Commerce Ave,,Cleveland,OH,44103,G2023,,2023-11-08,2654.64,,Printing,004,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4199,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-07-12,99.00,,Fees for Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4204,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-08-14,99.00,,Fees for Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4207,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-09-12,99.00,,Fees for Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4221,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-10-12,99.00,,Fees or Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4230,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-11-14,99.00,,Fees for Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4241,,,ORG,SofterWare,,,,,,601 Office Center Dr.,,Fort Washington,PA,19034,G2023,,2023-12-12,99.00,,Fees for Webpayment,,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4234,,,ORG,StreamlineCLE,,,,,,6091 Carey Dr.  Suite 6,,Valley View,OH,44125,G2023,,2023-11-22,1949.97,,Printing,004,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4235,,,ORG,StreamlineCLE,,,,,,6091 Carey Dr.  Suite 6,,Valley View,OH,44125,G2023,,2023-11-22,3103.51,,Printing,004,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4236,,,ORG,Torva Local,,,,,,P. O. Box 1442,,Willoughby,OH,44096,G2023,,2023-11-16,220.00,,Web Page Design Fees,001,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
SB21B,C00810499,SB21B.4220,,,ORG,ValPak,,,,,,1 ValPak Avenue N,,St. Petersburg,FL,33718,G2023,,2023-10-06,19642.74,,Campaign Literature and Mailing,004,C00810499,The Joshua Super PAC,,,,,,,,,,,,,,,,,
