form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00096156,B849885,,,ORG,Arizona Chamber of Commerce & Industry,,,,,,100 N 7th Ave #400,,Phoenix,AZ,85007,O2023,Not Applicable,2023-06-23,10000.00,,State Association,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B849883,,,CCM,David Alvarez for Assembly 2024,,,,,,1017 L Street #903,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 80 CA,011,,,,Alvarez,David,,,,H,CA,80,,,,,,,,
SB29,C00096156,B849876,,,CCM,Dr. Jasmeet Bains for Assembly 2024,,,,,,1100 O Street suite 200,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 35 CA,011,,,,Bains,Jasmeet,,,,H,CA,35,,,,,,,,
SB29,C00096156,B849863,,,CCM,Josh Becker for State Senate 2024,,,,,,1017 L Street #106,,Sacramento,CA,95814,G2024,,2023-06-23,2000.00,,G-2024 State Senate 13 CA,011,,,,Becker,Josh,,,,S,CA,13,,,,,,,,
SB29,C00096156,B849879,,,CCM,Phillip Chen for Assembly 2024,,,,,,921 11th Street Suite 701,,Sacramento,CA,95814,P2024,,2023-06-23,1500.00,,P-2024 State House 59 CA,011,,,,Chen,Phillip,,,,H,CA,59,,,,,,,,
SB29,C00096156,B849867,,,CCM,Megan Dahle for Senate 2024,,,,,,4202 H STREET,,Sacramento,CA,95819,P2024,,2023-06-23,1500.00,,P-2024 State Senate 01 CA,011,,,,Dahle,Megan,,,,S,CA,01,,,,,,,,
SB29,C00096156,B849864,,,CCM,Brian Dahle for Lieutenant Governor 2026,,,,,,4202 H Street,,Sacramento,CA,95819,P2026,,2023-06-23,1500.00,,P-2026 Lt. Governor  CA,011,,,,Dahle,Brian,,,,,CA, ,,,,,,,,
SB29,C00096156,B849865,,,CCM,Bill Dodd for Lt. Governor 2026,,,,,,1017 L Street #106,,Sacramento,CA,95814,P2026,,2023-06-23,2500.00,,P-2026 Lt. Governor  CA,011,,,,Dodd,Bill,,,,,CA, ,,,,,,,,
SB29,C00096156,B849866,,,CCM,Susan Eggman for Lieutenant Governor 2026,,,,,,1017 L Street #903,,Sacarmento,CA,95814,P2026,,2023-06-23,3500.00,,P-2026 Lt. Governor  CA,011,,,,Eggman,Susan,T,,,,CA, ,,,,,,,,
SB29,C00096156,B849873,,,CCM,Tim Grayson for Assembly 2024,,,,,,1017 L Street #903,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 15 CA,011,,,,Grayson,Tim,,,,H,CA,15,,,,,,,,
SB29,C00096156,B849870,,,CCM,Hoover for Assembly 2024,,,,,,PO Box 850,,Wilton,CA,95693,P2024,,2023-06-23,2500.00,,P-2024 State House 07 CA,011,,,,Hoover,Josh,,,,H,CA,07,,,,,,,,
SB29,C00096156,B849875,,,CCM,Alex Lee for State Assembly 2024,,,,,,1017 L Street Suite 360,,Sacramento,CA,95814,P2024,,2023-06-23,3500.00,,P-2024 State House 24 CA,011,,,,Lee,Alex,,,,H,CA,24,,,,,,,,
SB29,C00096156,B849878,,,CCM,Blanca Pacheco for Assembly 2024,,,,,,1017 L Street #292,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 64 CA,011,,,,Pacheco,Blanca,,,,H,CA,64,,,,,,,,
SB29,C00096156,B849874,,,CCM, Diane Papan for Assembly 2024,,,,,,1414 K Street Suite 250,,Sacramento,CA,95815,P2024,,2023-06-23,2500.00,,P-2024 State House 21 CA,011,,,,Papan,Diane,,,,H,CA,21,,,,,,,,
SB29,C00096156,B849869,,,CCM,Joe Patterson for Assembly 2024,,,,,,4202 H Street,,Sacramento,CA,95819,P2024,,2023-06-23,1500.00,,P-2024 State House 05 CA,011,,,,Patterson,Joe,,,,H,CA,05,,,,,,,,
SB29,C00096156,B849881,,,CCM,Cottie Petrie-Norris for Assembly 2024,,,,,,1100 O Street Suite 200,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 73 CA,011,,,,Petrie-Norris,Cottie,,,,H,CA,73,,,,,,,,
SB29,C00096156,B849880,,,CCM,Sharon Quirk-Silva for Assembly 2024,,,,,,921 11th Street Suite 904,,Sacramento,CA,95814,P2024,,2023-06-23,1500.00,,P-2024 State House 67 CA,011,,,,Quirk-Silva,Sharon,,,,H,CA,67,,,,,,,,
SB29,C00096156,B849877,,,CCM,Blanca Rubio for Assembly 2024,,,,,,921 11th Street Suite 904,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 48 CA,011,,,,Rubio,Blanca,,,,H,CA,48,,,,,,,,
SB29,C00096156,B849872,,,CCM,Carlos Villapudua for State Assembly 2024,,,,,,1017 L Street #794,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 13 CA,011,,,,Villapudua,Carlos,,,,H,CA,13,,,,,,,,
SB29,C00096156,B849871,,,CCM,Lori Wilson for Assembly 2024,,,,,,1017 L Street #794,,Sacramento,CA,95814,P2024,,2023-06-23,2000.00,,P-2024 State House 11 CA,011,,,,Wilson,Lori,,,,H,CA,11,,,,,,,,
SB29,C00096156,B849868,,,CCM,Jim Wood for Assembly 2024,,,,,,1017 L STREET #292,,Sacramento,CA,95814,P2024,,2023-06-23,1500.00,,P-2024 State House 02 CA,011,,,,Wood,Jim,,,,H,CA,02,,,,,,,,
SB29,C00096156,B850505,,,CCM,Dr. Akilah Weber for State Senate 2024,,,,,,1017 L Street #903,,Sacramento,CA,95814,P2024,,2023-06-28,2000.00,,P-2024 State Senate 39 CA,011,,,,Weber,Akilah,,,MD,S,CA,39,,,,,,,,
SB29,C00096156,B848425,,,ORG,Republican Governors Association,,,,,,1747 Pennsylvania Ave. NW #250,,Washington,DC,20006,O2023,Not Applicable,2023-06-07,25000.00,,Association,011,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B848426,,,ORG,Democratic Governors Association,,,,,,1225 Eye Street NW Ste 1100,,Washington,DC,20005,O2023,Not Applicable,2023-06-07,25000.00,,Association,011,,,,,,,,,,, ,,,,,,,,
