form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00873844,SB29.4176,,,CCM,AARON REED FOR STATE SENATE,,,,,,1016 MT VERNON DRIVE,,SHELBYVILLE,KY,40065,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,AARON REED FOR STATE SENATE,,REED,AARON,,,,,,,,,,,,,,
SB29,C00873844,SB29.4177,,,CCM,AARON THOMPSON FOR STATE REPRESENTATIVE,,,,,,PO BOX 462,,GREENUP,KY,41144,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,AARON THOMPSON FOR STATE REPRESENTATIVE,,THOMPSON,AARON,,,,,,,,,,,,,,
SB29,C00873844,SB29.4178,,,CCM,CARRIE SANDERS MCKEEHAN FOR STATE REPRESENTATIVE,,,,,,311 KENNY BLVD,,LOUISVILLE,KY,40214,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,CARRIE SANDERS MCKEEHAN FOR STATE REPRESENTATIVE,,MCKEEHAN,CARRIE SANDERS,,,,,,,,,,,,,,
SB29,C00873844,SB29.4215,,,CCM,CHRIS LEWIS FOR STATE REPRESENTATIVE,,,,,,7905 KENDRICK CROSSING LANE,,LOUISVILLE,KY,40291,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,CHRIS LEWIS FOR STATE REPRESENTATIVE,,LEWIS,CHRIS,,,,,,,,,,,,,,
SB29,C00873844,SB29.4179,,,CCM,CHRIS MCDANIEL FOR STATE SENATE,,,,,,PO BOX 15231,,LATONIA,KY,41015,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,CHRIS MCDANIEL FOR STATE SENATE,,MCDANIEL,CHRIS,,,,,,,,,,,,,,
SB29,C00873844,SB29.4180,,,CCM,D. WADE WILLIAMS FOR STATE REPRESENTATIVE,,,,,,115 W HIGHLAND PARK,,EARLINGTON,KY,42410,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,D. WADE WILLIAMS FOR STATE REPRESENTATIVE,,WILLIAMS,D. WADE,,,,,,,,,,,,,,
SB29,C00873844,SB29.4184,,,CCM,DANIEL FISTER FOR STATE REPRESENTATIVE,,,,,,PO BOX 465,,VERSAILLES,KY,40383,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,DANIEL FISTER FOR STATE REPRESENTATIVE,,FISTER,DANIEL,,,,,,,,,,,,,,
SB29,C00873844,SB29.4185,,,CCM,DAVID GIVENS FOR STATE SENATE,,,,,,PO BOX 12,,GREENSBURG,KY,42743,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,DAVID GIVENS FOR STATE SENATE,,GIVENS,DAVID,,,,,,,,,,,,,,
SB29,C00873844,SB29.4186,,,CCM,EMILY CALLAWAY FOR STATE REPRESENTATIVE,,,,,,5812 WHISPERING HILLS BLVD,,LOUISVILLE,KY,40219,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,EMILY CALLAWAY FOR STATE REPRESENTATIVE,,CALLAWAY,EMILY,,,,,,,,,,,,,,
SB29,C00873844,SB29.4187,,,CCM,JARED BAUMAN FOR STATE REPRESENTATIVE,,,,,,5102 HUNTERS POINT CIRCLE,,LOUISVILLE,KY,40216,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,JARED BAUMAN FOR STATE REPRESENTATIVE,,BAUMAN,JARED,,,,,,,,,,,,,,
SB29,C00873844,SB29.4188,,,CCM,JASON NEMES FOR STATE REPRESENTATIVE,,,,,,10627 GLENEAGLE PLACE,,LOUISVILLE,KY,40223,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,JASON NEMES FOR STATE REPRESENTATIVE,,NEMES,JASON,,,,,,,,,,,,,,
SB29,C00873844,SB29.4189,,,PTY,JEFFERSON COUNTY REPUBLICAN PARTY,,,,,,10801 ELECTRON DRIVE #208,,LOUISVILLE,KY,40299,O2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00873844,SB29.4190,,,CCM,JOHN HODGSON FOR STATE REPRESENTATIVE,,,,,,4900 DUNBAR VALLEY ROAD,,FISHERVILLE,KY,40023,G2024,,2024-09-11,500.00,,NONFEDERAL CONTRIBUTION,,,JOHN HODGSON FOR STATE REPRESENTATIVE,,HODGSON,JOHN,,,,,,,,,,,,,,
