form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00083535,26937622,,,COM,Committee to Elect Beau Baird,,,,,,PO Box 203,,Greencastle,IN,46135,,,2023-05-23,500.00,0.00,"Beau Baird, STATE HOUSE 44th IN",011,,,,Baird,Beau,,,,,,,,,,,,,,"Beau Baird, STATE HOUSE 44th IN"
SB29,C00083535,26937624,,,COM,Committee to Elect Robert Behning,,,,,,3315 S. TIbbs Avenue,,Indianapolis,IN,46221,,,2023-05-23,500.00,0.00,"Robert Behning, STATE HOUSE 91st IN",011,,,,Behning,Robert,,,,,,,,,,,,,,"Robert Behning, STATE HOUSE 91st IN"
SB29,C00083535,26937626,,,COM,Committee to Elect Bob Cherry,,,,,,4320 W Eagle Trace Drive,,New Palatine,IN,46163,,,2023-05-23,500.00,0.00,"Bob Cherry, STATE HOUSE 53rd IN",011,,,,Cherry,Bob,,,,,,,,,,,,,,"Bob Cherry, STATE HOUSE 53rd IN"
SB29,C00083535,26937627,,,COM,Hoosiers for Criswell,,,,,,9072 N County Rd 800 W,,Middletown,IN,47356,,,2023-05-23,500.00,0.00,"Cory Criswell, STATE HOUSE 54th IN",011,,,,Criswell,Cory,,IN Rep.,,,,,,,,,,,,"Cory Criswell, STATE HOUSE 54th IN"
SB29,C00083535,26937628,,,COM,Elect Kendall Culp,,,,,,3496 S 150 W,,Rensselear,IN,47978,,,2023-05-23,1000.00,0.00,"Kendell Culp, STATE HOUSE 16th IN",011,,,,Culp,Kendell,,IN Rep.,,,,,,,,,,,,"Kendell Culp, STATE HOUSE 16th IN"
SB29,C00083535,26937631,,,COM,Friends of Michelle Davis,,,,,,PO Box 882,,Greenwood,IN,46142,,,2023-05-23,500.00,0.00,"Michelle Davis, STATE HOUSE 58th IN",011,,,,Davis,Michelle,,IN Rep.,,,,,,,,,,,,"Michelle Davis, STATE HOUSE 58th IN"
SB29,C00083535,26937632,,,COM,Robbgreene.com,,,,,,P.O. Box 1148,,Shelbyville,IN,46176,,,2023-05-23,500.00,0.00,"Robb Greene, STATE HOUSE 47th IN",011,,,,Greene,Robb,,IN Rep.,,,,,,,,,,,,"Robb Greene, STATE HOUSE 47th IN"
SB29,C00083535,26937633,,,COM,Citizens for Dave Heine,,,,,,PO Box 2,,New Haven,IN,46774,,,2023-05-23,500.00,0.00,"Dave Heine, STATE HOUSE 85th IN",011,,,,Heine,Dave,,IN Rep.,,,,,,,,,,,,"Dave Heine, STATE HOUSE 85th IN"
SB29,C00083535,26937634,,,COM,Friends of Ryan Lauer,,,,,,742 Chestnut Street,,Columbus,IN,47201,,,2023-05-23,500.00,0.00,"Ryan Lauer, STATE HOUSE 59th IN",011,,,,Lauer,Ryan,,,,,,,,,,,,,,"Ryan Lauer, STATE HOUSE 59th IN"
SB29,C00083535,26937635,,,COM,Matt Lehman for State Representative,,,,,,663 Lehman,,Berne,IN,46711,,,2023-05-23,1000.00,0.00,"Matthew Lehman, STATE HOUSE 79th IN",011,,,,Lehman,Matthew,,IN Rep.,,,,,,,,,,,,"Matthew Lehman, STATE HOUSE 79th IN"
SB29,C00083535,26937636,,,COM,ShaneLindauer.com,,,,,,5270 W. Division St,,Jasper,IN,47546,,,2023-05-23,500.00,0.00,"Shane Lindauer, STATE HOUSE 63rd IN",011,,,,Lindauer,Shane,,IN Rep.,,,,,,,,,,,,"Shane Lindauer, STATE HOUSE 63rd IN"
SB29,C00083535,26937637,,,COM,Wendy McNamara for State Representative,,,,,,822 Tawny Dr,,Evansville,IN,47712,,,2023-05-23,500.00,0.00,"Wendy McNamara, STATE HOUSE 76th IN",011,,,,McNamara,Wendy,,IN Rep.,,,,,,,,,,,,"Wendy McNamara, STATE HOUSE 76th IN"
SB29,C00083535,26937638,,,COM,Committee to Elect Alan Morrison,,,,,,PO Box 583,,Seelyville,IN,47878,,,2023-05-23,1500.00,0.00,"Alan Morrison, STATE HOUSE 42nd IN",011,,,,Morrison,Alan,,IN Rep.,,,,,,,,,,,,"Alan Morrison, STATE HOUSE 42nd IN"
SB29,C00083535,26937640,,,COM,Lindsay Patterson Campaign,,,,,,11213 Yellow Bank Road,,Laurel,IN,47024,,,2023-05-23,500.00,0.00,"Lindsay Patterson, STATE HOUSE 55th IN",011,,,,Patterson,Lindsay,,,,,,,,,,,,,,"Lindsay Patterson, STATE HOUSE 55th IN"
SB29,C00083535,26937641,,,COM,J.D. Prescott for State Representative,,,,,,5650 N 500 E,,Union City,IN,47390,,,2023-05-23,500.00,0.00,"J.D. Prescott, STATE HOUSE 33rd IN",011,,,,Prescott,J.D.,,IN Rep.,,,,,,,,,,,,"J.D. Prescott, STATE HOUSE 33rd IN"
SB29,C00083535,26937642,,,COM,Friends of Jim Pressel,,,,,,1772 N Lofgren Rd,,Rolling Prairie,IN,46371,,,2023-05-23,500.00,0.00,"Jim Pressel, STATE HOUSE 20th IN",011,,,,Pressel,Jim,,IN Rep.,,,,,,,,,,,,"Jim Pressel, STATE HOUSE 20th IN"
SB29,C00083535,26937643,,,COM,Steuerwald for State Representative,,,,,,PO Box 503,,Danville,IN,461220503,,,2023-05-23,1000.00,0.00,"Greg Steuerwald, STATE HOUSE 40th IN",011,,,,Steuerwald,Greg,,,,,,,,,,,,,,"Greg Steuerwald, STATE HOUSE 40th IN"
SB29,C00083535,26937644,,,COM,Torr for State Representative Committee,,,,,,11944 Esty Way,,Carmel,IN,460335935,,,2023-05-23,500.00,0.00,"Jerry Torr, STATE HOUSE 39th IN",011,,,,Torr,Jerry,,,,,,,,,,,,,,"Jerry Torr, STATE HOUSE 39th IN"
SB29,C00083535,26937645,,,COM,Anderson For The House,,,,,,P.O. Box 694,,Georgetown,SC,29442,,,2023-05-23,250.00,0.00,"Carl Anderson, STATE HOUSE 103rd SC",011,,,,Anderson,Carl,,,,,,,,,,,,,,"Carl Anderson, STATE HOUSE 103rd SC"
SB29,C00083535,26937646,,,COM,Heather Bauer for the House,,,,,,PO Box 7714,,Columbia,SC,29202,,,2023-05-23,250.00,0.00,"Heather Bauer, STATE HOUSE 75th SC",011,,,,Bauer,Heather,,SC Rep.,,,,,,,,,,,,"Heather Bauer, STATE HOUSE 75th SC"
SB29,C00083535,26937647,,,COM,Margie Bright Matthews for Senate,,,,,,5 E Washington Street,,Walterboro,SC,29488,,,2023-05-23,500.00,0.00,"Margie Matthews, STATE SENATE 45th SC",011,,,,Matthews,Margie,,SC Sen.,,,,,,,,,,,,"Margie Matthews, STATE SENATE 45th SC"
SB29,C00083535,26937648,,,COM,Mike Fanning for SC Senate,,,,,,7825 Camp Welfare Road,,Great Falls,SC,29055,,,2023-05-23,1000.00,0.00,"Mike Fanning, STATE SENATE 17th SC",011,,,,Fanning,Mike,,,,,,,,,,,,,,"Mike Fanning, STATE SENATE 17th SC"
SB29,C00083535,26937649,,,COM,Kambrell Garvin for the House,,,,,,1803 Hampton Street,,Columbia,SC,29201,,,2023-05-23,250.00,0.00,"Kambrell Garvin, STATE HOUSE 77th SC",011,,,,Garvin,Kambrell,,SC Rep.,,,,,,,,,,,,"Kambrell Garvin, STATE HOUSE 77th SC"
SB29,C00083535,26937656,,,COM,Brad Hutto for Senate,,,,,,P.O. Box 1084,,Orangeburg,SC,291161084,,,2023-05-23,1000.00,0.00,"Brad Hutto, STATE SENATE 40th SC",011,,,,Hutto,Brad,,,,,,,,,,,,,,"Brad Hutto, STATE SENATE 40th SC"
SB29,C00083535,26937700,,,COM,Max Hyde for House,,,,,,360 East Main Street,Suite 1,Spartanburg,SC,29302,,,2023-05-23,250.00,0.00,"Max Hyde, STATE HOUSE 32nd SC",011,,,,Hyde,Max,,,,,,,,,,,,,,"Max Hyde, STATE HOUSE 32nd SC"
SB29,C00083535,26937701,,,COM,McElveen for SC State Senate,,,,,,PO Box 57,,Sumter,SC,29151,,,2023-05-23,1000.00,0.00,"Thomas McElveen, STATE SENATE 35th SC",011,,,,McElveen,Thomas,,,,,,,,,,,,,,"Thomas McElveen, STATE SENATE 35th SC"
SB29,C00083535,26937702,,,COM,Travis Moore for the House,,,,,,361 Lancaster Farm Rd,,Roebuck,SC,29376,,,2023-05-23,250.00,0.00,"Travis Moore, STATE HOUSE 33rd SC",011,,,,Moore,Travis,,,,,,,,,,,,,,"Travis Moore, STATE HOUSE 33rd SC"
SB29,C00083535,26937703,,,COM,Ott for House,,,,,,135 Ott Farm Trail,,St. Matthews,SC,29135,,,2023-05-23,500.00,0.00,"Russell Ott, STATE HOUSE 93rd SC",011,,,,Ott,Russell,,,,,,,,,,,,,,"Russell Ott, STATE HOUSE 93rd SC"
SB29,C00083535,26937707,,,COM,Seth Rose for House,,,,,,1528 Blanding Street,,Columbia,SC,29201,,,2023-05-23,250.00,0.00,"Seth Rose, STATE HOUSE 72nd SC",011,,,,Rose,Seth,,SC Rep.,,,,,,,,,,,,"Seth Rose, STATE HOUSE 72nd SC"
SB29,C00083535,26937711,,,COM,Ivory Thigpen for House,,,,,,P.O. Box 291416,,Columbia,SC,29229,,,2023-05-23,500.00,0.00,"Ivory Thigpen, STATE HOUSE 79th SC",011,,,,Thigpen,Ivory,,SC Rep.,,,,,,,,,,,,"Ivory Thigpen, STATE HOUSE 79th SC"
