form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15545553,,,CCM,Blake Moore For Congress,,,,,,"35 South 700 E, B505",,Salt Lake City,UT,84102,P2024,,2023-06-19,-2500.00,0.00,,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,X,Re-designation on 06/19/2023
SB23,C00158881,15656995,,,CCM,Langworthy for Congress,,,,,,PO Box 120,,Clarence,NY,14031,P2024,,2023-06-02,5000.00,0.00,Contribution,011,C00817932,Langworthy for Congress,,Langworthy,Nick,,,,H,NY,23,,,,,,,,Contribution
SB23,C00158881,15741960,,,PAC,Congressional Black Caucus PAC,,,,,,P.O. Box 33079,,Washington,DC,20033,,,2023-06-07,5000.00,0.00,Contribution,011,C00147512,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741961,,,PAC,Together Holding Our Majority PAC,,,,,,P.O. Box 97275,,Raleigh,NC,27624,,,2023-06-07,2500.00,0.00,Contribution,011,C00571323,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741962,,,PAC,Blue Nevada PAC,,,,,,4904 Camino Al Norte #336664,,North Las Vegas,NV,89033,,,2023-06-07,2500.00,0.00,Contribution,011,C00707232,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741963,,,PAC,Keystone America PAC,,,,,,P.O. Box 58746,,Philadelphia,PA,19102,,,2023-06-07,2500.00,0.00,Contribution,011,C00439992,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741964,,,PAC,Blue Nevada PAC,,,,,,4904 Camino Al Norte #336664,,North Las Vegas,NV,89033,,,2023-06-07,2500.00,0.00,Contribution,011,C00707232,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741965,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Avenue #1448,,Janesville,WI,53545,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,George,,,H,WI,01,,,,,,,,Contribution
SB23,C00158881,15741966,,,PAC,Together Holding Our Majority PAC,,,,,,P.O. Box 97275,,Raleigh,NC,27624,,,2023-06-07,2500.00,0.00,Contribution,011,C00571323,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15741967,,,CCM,Ted Lieu For Congress,,,,,,777 S. Figueroa St.,Suite 4050,Los Angeles,CA,90017,P2024,,2023-06-07,2500.00,0.00,Contribution,011,C00556506,Ted Lieu For Congress,H4CA33119,Lieu,Ted,,,,H,CA,36,,,,,,,,Contribution
