form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00865402,SB22.4543,,,CCM,GILLEN FOR NY,,,,,,PO BOX 33079,,WASHINGTON,DC,20036,,,2024-10-30,22597.26,,Final Transfer of Proceeds,,C00840165,GILLEN FOR NY,H4NY04158,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB22,C00865402,SB22.4553,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO BOX 65322,,WASHINGTON,DC,20035,,,2024-10-30,448.17,,Final Transfer of Proceeds,,C00503052,JEFFRIES FOR CONGRESS,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB22,C00865402,SB22.4552,,,PAC,"JOBS, EDUCATION, & FAMILIES FIRST  JEFF PAC",,,,,,PO BOX 65322,,WASHINGTON,DC,20035,,,2024-10-30,505.19,,Final Transfer of Proceeds,,C00617803,,,,,,,,,,,,,,,,,,
SB22,C00865402,SB22.4550,,,CCM,JOHN AVLON FOR CONGRESS,,,,,,PO BOX 1200,,SAG HARBOR,NY,11963,,,2024-10-30,19317.15,,Final Transfer of Proceeds,,C00870568,JOHN AVLON FOR CONGRESS,H4NY01204,AVLON,JOHN,,,,H,NY,01,,,,,,,,
SB22,C00865402,SB22.4548,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO BOX 836,213 TIOGA ST,ITHACA,NY,14851,,,2024-10-30,20350.06,,Final Transfer of Proceeds,,C00793760,JOSH RILEY FOR CONGRESS,H8NY22177,RILEY,JOSH,,,,H,NY,19,,,,,,,,
SB22,C00865402,SB22.4544,,,CCM,MANNION FOR NEW YORK,,,,,,PO BOX 11131,,SYRACUSE,NY,13218,,,2024-10-30,21642.56,,Final Transfer of Proceeds,,C00845461,MANNION FOR NEW YORK,H4NY22085,MANNION,JOHN W,,,,H,NY,22,,,,,,,,
SB22,C00865402,SB22.4547,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO BOX 873,,SLEEPY HOLLOW,NY,10591,,,2024-10-30,20362.74,,Final Transfer of Proceeds,,C00711150,MONDAIRE FOR CONGRESS,H0NY17174,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB22,C00865402,SB22.4551,,,PTY,NEW YORK STATE DEMOCRATIC COMMITTEE,,,,,,64 BEAVER ST. #210,,NEW YORK,NY,10004,,,2024-10-30,513.64,,Final Transfer of Proceeds,,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00865402,SB22.4545,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO BOX 2113,,KINGSTON,NY,12402,,,2024-10-30,20439.20,,Final Transfer of Proceeds,,C00815290,PAT RYAN FOR CONGRESS,H8NY19223,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB22,C00865402,SB22.4549,,,CCM,SUOZZI FOR CONGRESS,,,,,,PO BOX 669,,GLEN COVE,NY,11542,,,2024-10-30,20258.16,,Final Transfer of Proceeds,,C00607200,SUOZZI FOR CONGRESS,H6NY03247,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,,
