form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00630632,SB.43,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-10-24,25082.74,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.39,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2024-10-24,15541.53,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.45,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-24,53756.38,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL FUND
SB22,C00630632,SB.47,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-24,121116.75,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.49,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-24,178995.56,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
SB22,C00630632,SB.42,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2024-10-24,32979.37,,DISTRIBUTION OF NET JFC PROCEEDS,,C00055582,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.44,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-10-31,6286.52,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.40,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2024-10-31,9450.75,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.46,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-31,8358.83,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL FUND
SB22,C00630632,SB.48,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-31,35769.77,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.50,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-10-31,66945.95,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
SB22,C00630632,SB.41,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2024-10-31,2738.28,,DISTRIBUTION OF NET JFC PROCEEDS,,C00055582,,,,,,,,,,,  ,,,,,,,
