form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00580068,500186620,,,ORG,HARRIS VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2024,,2024-08-06,25000.00,0.00,political contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186760,,,COM,North Carolina Democratic Party - House Caucus,,,,,,PO Box 28163,,Raleigh,NC,276118163,O2024,,2024-08-28,5000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186761,,,ORG,North Carolina Democratic Party - Non Federal,,,,,,220 Hillsborough St,,Raleigh,NC,276031724,O2024,,2024-08-05,15000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500200952,,,ORG,Democratic Party of Wisconsin - State,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,O2024,,2024-08-08,12000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186664,,,PAC,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-08-05,10000.00,0.00,political contribution-non-contribution account,,C00166710,Arizona Democratic Party,,,,,,,,,,,,,,,,,
SB29,C00580068,500186665,,,ORG,Michigan Democratic Party,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2024-08-06,100000.00,0.00,political contribution non-contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186666,,,ORG,Progressive Turnout Project 527 Committee,,,,,,PO Box 5327,,Evanston,IL,602045327,,,2024-08-08,50000.00,0.00,Transfer to 527 Committee-from non contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186667,,,ORG,Progressive Turnout Project 527 Committee,,,,,,PO Box 5327,,Evanston,IL,602045327,,,2024-08-22,100000.00,0.00,Transfer to 527 Committee-from non contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186668,,,PAC,Democratic Party of Wisconsin,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-08-08,5000.00,0.00,political contribution-non-contribution account,,C00019331,Democratic Party of Wisconsin,,,,,,,,,,,,,,,,,
SB29,C00580068,500186829,,,ORG,Progressive Turnout Project 527 Committee,,,,,,PO Box 5327,,Evanston,IL,602045327,,,2024-08-06,100000.00,0.00,Transfer to 527 Committee-from non contribution account,,,,,,,,,,,,,,,,,,,,
SB29,C00580068,500186669,,,ORG,Rally by Relentless,,,,,,2093 Philadelphia Pike,,Claymont,DE,197032424,,,2024-08-21,1000000.00,0.00,Relational Organizing non-contribution account,,,,,,,,,,,,,,,,,,,,
