form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00826404,SE.4430,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,6.51,2024-04-02,624.97,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4431,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,116.60,2024-04-08,741.57,Mailchimp,004,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4433,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,117.64,2024-04-15,859.21,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4434,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,7.63,2024-05-02,866.84,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4437,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,116.60,2024-05-06,983.44,Mailchimp,004,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4438,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,117.64,2024-05-15,1101.08,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4439,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,20.00,2024-05-16,1121.08,PA Voter List,003,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4440,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,500.00,2024-05-29,1621.08,Artwork,006,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4441,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G,,,7.63,2024-06-03,7.63,G-Suite Services,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4442,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,116.60,2024-06-06,1737.68,Mailchimp,004,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
SE,C00826404,SE.4443,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,,33.90,2024-06-17,1771.58,Zoom,001,C00826404,S,P80000722,Biden,Joseph,,,,P,,,Vaitkus,Kristian,,,,2024-07-15,
