form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-01-11,BANK SERVICE CHARGE,,,,,,,001,,,,,,3.00,,,,202404290300470768
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTII,OH,452630900,2024-02-12,BANK SERVICE CHARGE,,,,,,,001,,,,,,3.00,,,,202404290300470768
SB21B,C00290304,US POSTAL SERVICE,,,,,,PO BOX 8090,,LOUISVILLE,KY,402578089,2024-01-24,6 MONTHS FEE,,,,,,,001,,,,,,182.00,,,,202404290300470769
SB21B,C00290304,LOUISVILLE LETTER SERVICE,,,,,,4701 PINEWOOD RD,,LOUISVILLE,KY,40218,2024-03-12,PURCHASED MAILING ENVELOPES,,,,,,,001,,,,,,113.00,,,,202404290300470765
SB21B,C00290304,LOUISVILLE LETTER SERVICE,,,,,,4701 PINEWOOD RD,,LOUISVILLE,KY,40218,2024-03-13,,,,,,,,001,,,,,,56.50,,,,202404290300470765
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-01-11,BANK SERVICE CHARGE,,,,,,,001,,,,,,3.00,,,,202404290300470765
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-01-31,CHECK IMAGE STATEMENT FEE,,,,,,,001,,,,,,2.00,,,,202404290300470766
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-02-12,BANK SERVICE CHARGE,,,,,,,001,,,,,,3.00,,,,202404290300470766
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-02-29,BANK SERVICE CHARGE,,,,,,,001,,,,,,2.00,,,,202404290300470767
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-03-12,CHECK IMAGE STATEMENT FEE,,,,,,,001,,,,,,3.00,,,,202404290300470767
SB21B,C00290304,FIFTH THIRD BANK,,,,,,PO BOX 630900,,CINCINNATTI,OH,452630900,2024-03-30,BANK SERVICE CHARGE,,,,,,,001,,,,,,2.00,,,,202404290300470767
