form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00609388,500678519,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-09-07,10000.00,2024-09-06,8736850.40,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500687793,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-08-24,4788.30,2024-09-06,8736850.40,Text Messages (Previously Reported),,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500680118,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-09-21,7500.00,2024-09-24,8736850.40,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500678448,,,ORG,"Ground Game Innovation, LLC",,,,,,1922 S Martin Luther King Jr Dr,# 228,Winston Salem,NC,271071361,G2024,,2024-09-05,250000.00,2024-09-05,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500679502,,,ORG,"Ground Game Innovation, LLC",,,,,,1922 S Martin Luther King Jr Dr,# 228,Winston Salem,NC,271071361,G2024,,2024-09-17,750000.00,2024-09-17,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500681522,,,ORG,"Ground Game Innovation, LLC",,,,,,1922 S Martin Luther King Jr Dr,# 228,Winston Salem,NC,271071361,G2024,,2024-09-26,500000.00,2024-09-26,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500681540,,,ORG,"Ground Game Innovation, LLC",,,,,,1922 S Martin Luther King Jr Dr,# 228,Winston Salem,NC,271071361,G2024,,2024-09-26,500000.00,2024-09-26,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500678449,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-09-05,250000.00,2024-09-05,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500680117,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-09-20,750000.00,2024-09-20,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500681542,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-09-26,1000000.00,2024-09-27,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500681543,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-09-26,2000000.00,2024-09-27,8736850.40,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500678753,,,ORG,The Pivot Group Inc.,,,,,,712 H St NE,Unit 606,Washington,DC,200023627,G2024,,2024-09-10,13500.00,2024-09-10,8736850.40,Printing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
SE,C00609388,500681544,,,ORG,The Pivot Group Inc.,,,,,,712 H St NE,Unit 606,Washington,DC,200023627,G2024,,2024-09-26,33750.00,2024-09-27,8736850.40,Printing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-20,
