form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00508440,500678142,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-04,445.46,2024-09-04,12634.48,Advertising - digital,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500678143,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-04,274.38,2024-09-04,12634.48,Press release,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500678144,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-04,277.98,2024-09-04,12634.48,Video production,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500678145,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-04,18.83,2024-09-04,12634.48,Advertising - digital,,,S,P80000722,Harris,Kamala,,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500678146,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-04,277.98,2024-09-04,12634.48,Video production,,,S,P80000722,Harris,Kamala,,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680095,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-09,94.52,2024-09-26,12634.48,Advertising - digital,,,S,P80000722,Harris,Kamala,,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680096,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-09,19.85,2024-09-26,12634.48,Advertising - graphic,,,S,P80000722,Harris,Kamala,,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680097,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-09,259.19,2024-09-26,12634.48,Advertising - digital,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680098,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-09,66.47,2024-09-26,12634.48,Advertising - graphic,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680099,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-09,41.48,2024-09-26,12634.48,Advertising - video,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680100,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-21,57.39,2024-09-26,57.39,Signage,,,S,H6MN02131,Craig,Angela Dawn,,,,H,02,MN,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680101,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-21,20.28,2024-09-26,20.28,Signage,,,S,H0NY17174,Jones,Mondaire,,,,H,17,NY,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680102,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-21,20.28,2024-09-26,20.28,Signage,,,S,H2NY18103,Ryan,Patrick,,,,H,18,NY,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680946,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-16,114.91,2024-09-26,12634.48,Advertising - digital,,,O,P80001571,Trump,Donald,J.,,,P,00,,Rinefierd,James,M.,,,2024-10-17,
SE,C00508440,500680960,,,ORG,Human Rights Campaign,,,,,,1640 Rhode Island Ave NW,,Washington,DC,200363200,G2024,,2024-09-25,23.35,2024-09-26,23.35,Signage,,,S,H4CA47085,Min,Dave,,,,H,47,CA,Rinefierd,James,M.,,,2024-10-17,
