form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00325332,88098050,,,PAC,Free State PAC,,,,,,220 W Windsor Ave.,,Alexandria,VA,22301,,,2023-12-04,2500.00,0.00,,011,C00455717,,,,,,,,,,,,,,,,,,
SB23,C00325332,88098051,,,PAC,Treasure State PAC,,,,,,328 Massachusetts Ave. NE,,Washington,DC,20002,,,2023-12-04,2500.00,0.00,,011,C00433680,,,,,,,,,,,,,,,,,,
SB23,C00325332,88098052,,,PAC,America Works PAC,,,,,,323 7th St. SE,,Washington,DC,20003,,,2023-12-04,5000.00,0.00,,011,C00331694,,,,,,,,,,,,,,,,,,
SB23,C00325332,88098053,,,PAC,IMPACT,,,,,,PO Box 15854,,Washington,DC,20003,,,2023-12-04,5000.00,0.00,,011,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00325332,88098054,,,PAC,Keystone America PAC,,,,,,"750 First St., NE",Suite 1070,Washington,DC,20002,,,2023-12-04,5000.00,0.00,,011,C00439992,,,,,,,,,,,,,,,,,,
SB23,C00325332,88104114,,,PAC,Continuing America's Strength and Security PAC (CASS PAC),,,,,,"2308 Mount Vernon Ave, Box 707",,Alexandria,VA,22301,,,2023-12-06,2500.00,0.00,,011,C00480228,,,,,,,,,,,,,,,,,,
SB23,C00325332,88112353,,,CCM,Salazar for Congress,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2023-12-11,2500.00,0.00,,011,C00714261,Salazar for Congress,H8FL27185,Salazar,Maria,,Rep.,,H,FL,27,,,,,,,,
SB23,C00325332,88112357,,,PAC,Freedom Force PAC,,,,,,3410 Alabama Ave,,Alexandria,VA,22305,,,2023-12-11,2500.00,0.00,,011,C00769695,,,,,,,,,,,,,,,,,,
SB23,C00325332,88121294,,,PAC,JAM PAC,,,,,,5827 Colfax Ave.,,Alexandria,VA,22311,,,2023-12-12,5000.00,0.00,,011,C00656777,,,,,,,,,,,,,,,,,,
SB23,C00325332,88129524,,,PAC,VINE PAC,,,,,,"413 New Jersey Ave., SE",,Washington,DC,20003,,,2023-12-14,2500.00,0.00,,011,C00378695,,,,,,,,,,,,,,,,,,
SB23,C00325332,88129532,,,CCM,Young Kim for Congress,,,,,,1200 Trinity Drive,,Alexandria,VA,22314,P2024,,2023-12-14,2000.00,0.00,,011,C00665638,Young Kim for Congress,H8CA39240,Kim,Young,,Rep.,,H,CA,40,,,,,,,,
