form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00485896,B839113,,,PTY,DSCC,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,O2023,Not Applicable,2023-01-24,15000.00,,Contribution,011,C00042366,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B839111,,,CCM,Kevin McCarthy for Congress,,,,,,PO Box 12667,,Bakersfield,CA,93389,G2024,,2023-01-24,5000.00,,Contribution,011,C00420935,,H6CA22125,McCarthy,Kevin,,,,H,CA,20,,,,,,,,
SB23,C00485896,B839110,,,CCM,Kevin McCarthy for Congress,,,,,,PO Box 12667,,Bakersfield,CA,93389,P2024,,2023-01-24,5000.00,,Contribution,011,C00420935,,H6CA22125,McCarthy,Kevin,,,,H,CA,20,,,,,,,,
SB23,C00485896,B839112,,,PAC,Majority Committee PAC--MC PAC,,,,,,P.O. Box 10134,,Bakersfield,CA,93389,O2023,Not Applicable,2023-01-24,5000.00,,Contribution,011,C00428052,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B839586,,,COM,McConnell for Majority Leader Committee,,,,,,228 S. Washington St. Suite 115,,Alexandria,VA,22314,O2023,Not Applicable,2023-02-03,5000.00,,Contribution,011,C00548651,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B839587,,,PAC,Senate Eagle PAC,,,,,,PO Box 50430,,Nashville,TN,37205,O2023,Not Applicable,2023-02-03,5000.00,,Contribution,011,C00719971,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B840708,,,CCM,Marsha for Senate,,,,,,PO Box 3750,,Nashville,TN,37024,G2024,,2023-02-22,2500.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,,
SB23,C00485896,B840709,,,CCM,Marsha for Senate,,,,,,PO Box 3750,,Nashville,TN,37024,G2024,,2023-02-22,2500.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,,
SB23,C00485896,B840710,,,PAC,MARSHA PAC,,,,,,P.O. Box 3241,,Brentwood,TN,37024,O2023,Not Applicable,2023-02-22,5000.00,,Contribution,011,C00409276,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B844388,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2023-03-28,2500.00,,Contribution,011,C00412304,,S6MT00162,Tester,Jon,,,,S,MT, ,,,,,,,,
SB23,C00485896,B844389,,,PAC,Mr. Southern Missourian In the House PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,O2023,Not Applicable,2023-03-28,5000.00,,Contribution,011,C00563726,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B844390,,,CCM,Rosen for Nevada,,,,,,P.O. Box 27195,,Las Vegas,NV,89126,P2024,,2023-03-28,2500.00,,Contribution,011,C00606939,,S8NV00156,Rosen,Jacky,,,,S,NV, ,,,,,,,,
SB23,C00485896,B797739,,,CCM,Britt for Alabama Inc.,,,,,,PO Box 3759,,Montgomery,AL,36109,P2022,,2023-04-20,-5000.00,,Contribution,011,C00781443,,S2AL00145,Britt,Katie,,,,S,AL, ,,,,,,,,Void check originally dated 10/6/21
SB23,C00485896,B850268,,,PAC,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTO,,,,,,499 S. Capitol Street SW,,Washington,DC,20003,O2023,Not Applicable,2023-06-27,2500.00,,Contribution,011,C00573709,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B850267,,,CCM,Greg Steube Congressional Committee,,,,,,5317 Fruitville Rd #102,,Sarasota,FL,34232,P2024,,2023-06-27,2500.00,,Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17,,,,,,,,
SB23,C00485896,B850269,,,PAC,Jobs Education & Families First (JEFF PAC),,,,,,PO Box 65322,,Washington,DC,20035,O2023,Not Applicable,2023-06-27,2500.00,,Contribution,011,C00617803,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B850401,,,COM,MICHIGAN VICTORY FUND,,,,,,PO BOX 4462,,EAST LANSING,MI,48826,O2023,Not Applicable,2023-06-27,10000.00,,Contribution,011,C00495580,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B850263,,,PAC,Tennessee Tough PAC,,,,,,PO Box 7208,,Kingsport,TN,37664,O2023,Not Applicable,2023-06-27,2500.00,,Contribution,011,C00765578,,,,,,,,,, ,,,,,,,,
SB23,C00485896,B817095,,,CCM,Marsha for Senate,,,,,,PO Box 3750,,Nashville,TN,37024,G2020,,2020-03-05,2500.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,X,(As disclosed in 2020 April monthly report)
SB23,C00485896,B817096,,,CCM,Marsha for Senate,,,,,,PO Box 3750,,Nashville,TN,37024,P2024,,2023-02-27,2500.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,X,(Redesignation of above contribution)
