form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00363879,4628674,,,COM,Liz Baker Murrill for Attorney General,,,,,,"7353 Highland Rd, Suite B-350",,Baton Rouge,LA,70808,,,2023-07-06,2500.00,0.00,"Liz Murrill, ATTORNEY GENERAL  LA",011,,,,Murrill,Liz,Baker,,,,,,,,,,,,,"Liz Murrill, ATTORNEY GENERAL  LA"
SB29,C00363879,4630307,,,COM,Butler for Louisiana,,,,,,5592 Vidrine Rd,,Ville Platte,LA,70586,,,2023-07-10,500.00,0.00,"Rhonda Butler, STATE HOUSE 38th LA",011,,,,Butler,Rhonda,,,,,,,,,,,,,,"Rhonda Butler, STATE HOUSE 38th LA"
SB29,C00363879,4630326,,,COM,Friends of Blake Miguez,,,,,,207 Leon Street,,New Iberia,LA,70560,,,2023-07-12,500.00,0.00,"Blake Miguez, STATE HOUSE 49th LA",011,,,,Miguez,Blake,,,,,,,,,,,,,,"Blake Miguez, STATE HOUSE 49th LA"
SB29,C00363879,4630327,,,PTY,Louisiana Republican Legislative Delegation,,,,,,P. O. Box 44422,,Baton Rouge,LA,708044422,,,2023-07-12,7500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00363879,4630330,,,COM,Aaron Pilkington Campaign Committee,,,,,,17 Hickory Ln,,Clarksville,AR,72830,,,2023-07-12,250.00,0.00,"Aaron Pilkington, STATE HOUSE 45th AR",011,,,,Pilkington,Aaron,,,,,,,,,,,,,,"Aaron Pilkington, STATE HOUSE 45th AR"
SB29,C00363879,4630332,,,COM,Cameron Cooper Campaign Committee,,,,,,295 Burl Cooper Road,,Romance,AR,72136,,,2023-07-12,250.00,0.00,"Cameron Cooper, STATE HOUSE 57th AR",011,,,,Cooper,Cameron,,,,,,,,,,,,,,"Cameron Cooper, STATE HOUSE 57th AR"
SB29,C00363879,4630333,,,COM,Andrews for State Representative,,,,,,P.O. Box 470,,Camden,AR,71701,,,2023-07-12,250.00,0.00,"Wade Andrews, STATE HOUSE 98th AR",011,,,,Andrews,Wade,,,,,,,,,,,,,,"Wade Andrews, STATE HOUSE 98th AR"
SB29,C00363879,4630334,,,COM,RJ Hawk for State Representative,,,,,,2519 Aberdeen Drive,,Bryant,AR,72019,,,2023-07-12,250.00,0.00,"RJ Hawk, STATE HOUSE 81st AR",011,,,,Hawk,RJ,,,,,,,,,,,,,,"RJ Hawk, STATE HOUSE 81st AR"
SB29,C00363879,4630335,,,COM,Trey Steimel for Arkansas State Representative,,,,,,226 Lake Drive,,Pocahontas,AR,72455,,,2023-07-12,250.00,0.00,"Trey Steimel, STATE HOUSE 2nd AR",011,,,,Steimel,Trey,,,,,,,,,,,,,,"Trey Steimel, STATE HOUSE 2nd AR"
SB29,C00363879,4630336,,,COM,Wayne Long for State Representative,,,,,,P.O. Box 456,,Bradford,AR,72020,,,2023-07-12,250.00,0.00,"Wayne Long, STATE HOUSE 39th AR",011,,,,Long,Wayne,,,,,,,,,,,,,,"Wayne Long, STATE HOUSE 39th AR"
SB29,C00363879,4630337,,,COM,Matt Brown for Arkansas Representative,,,,,,3010 Pheasant Road,,Conway,AR,72034,,,2023-07-12,250.00,0.00,"Matt Brown, STATE HOUSE 55th AR",011,,,,Brown,Matt,,,,,,,,,,,,,,"Matt Brown, STATE HOUSE 55th AR"
SB29,C00363879,4631385,,,PTY,Republican Party of Louisiana,,,,,,530 Lakeland Dr.,,Baton Rouge,LA,70802,,,2023-07-21,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
