form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00817536,500382412,,,ORG,EveryAction,,,,,,655 15th St NW,,Washington,DC,200055701,,,2024-06-01,106.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,500378632,,,ORG,MBA Consulting Group,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-04-10,250.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,500373632,,,ORG,EveryAction,,,,,,655 15th St NW,,Washington,DC,200055701,,,2024-04-01,106.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,6989393I,6989393,SA11AI,ORG,Climate Power,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-06-30,1663.19,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00817536,500384705,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-06-14,309.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,500386357,,,ORG,MBA Consulting Group,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-06-13,250.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,500382968,,,ORG,MBA Consulting Group,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-05-13,270.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,6859588I,6859588,SA11AI,ORG,Climate Power,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-05-31,1031.29,0.00,Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00817536,500382969,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-05-17,618.00,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00817536,500378989,,,ORG,EveryAction,,,,,,655 15th St NW,,Washington,DC,200055701,,,2024-05-01,106.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
