form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00322784,SB29.5714,,,CCM,BONFIGLIO FOR JUDGE,,,,,,"GORDON BARRY, TREASURER","420 MADISON, STE 1010",TOLEDO,OH,43604,,,2023-04-25,500.00,,POLI CONTRI SYLVANIA MUNICIPAL,,,BONFIGLIO FOR JUDGE,,BONFIGLIO,MIKE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5705,,,CCM,CITIZENS FOR SCOTT NOONAN,,,,,,"2400 DETROIT AVE, #12",,MAUMEE,OH,43537,,,2023-02-23,300.00,,POLI CONTRI MAUMEE CITY COUNCIL,,,CITIZENS FOR SCOTT NOONAN,,NOONAN,SCOTT,,,,,,,,,,,,,,
SB29,C00322784,SB29.5700,,,CCM,FRANK LAROSE TRANSITION FUND,,,,,,211 SOUTH FIFTH ST,,COLUMBUS,OH,43215,,,2023-01-23,500.00,,FRANK LAROSE TRANSITION FUND,,,FRANK LAROSE TRANSITION FUND,,LAROSE,FRANK,,,,,,,,,,,,,,
SB29,C00322784,SB29.5709,,,CCM,FRIENDS OF CARRIE HARTMAN,,,,,,1119 N. SUMMIT ST.,,TOLEDO,OH,43604,,,2023-03-06,250.00,,POLI CONTRI TOLEDO CITY COUNCIL,,,FRIENDS OF CARRIE HARTMAN,,HARTMAN,CARRIE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5697,,,CCM,FRIENDS OF JUDGE LINDA KNEPP,,,,,,7135 LEICESTER,,TOLEDO,OH,43617,,,2023-01-23,300.00,,POLI CONTRI JUDGE OF JUVENILE COURT,,,FRIENDS OF JUDGE LINDA KNEPP,,KNEPP,LINDA,,,,,,,,,,,,,,
SB29,C00322784,SB29.5715,,,CCM,FRIENDS OF KAPSZUKIEWICZ,,,,,,PO BOX 520,,TOLEDO,OH,43697,,,2023-05-22,1100.00,,POLI CONTRI TOLEDO MAYOR,,,FRIENDS OF KAPSZUKIEWICZ,,KAPSZUKIEWICZ,WADE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5702,,,CCM,FRIENDS OF KATIE MOLINE,,,,,,2222 EASTBROOK DRIVE,,TOLEDO,OH,43613,,,2023-01-23,250.00,,POLI CONTRI TOLEDO CITY COUNCIL,,,FRIENDS OF KATIE MOLINE,,MOLINE,KATIE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5699,,,CCM,FRIENDS OF KHOURY,,,,,,"ALYSHA MARTIN, TREASURER",28361 WHITE RD,PERRYSBURG,OH,43551,,,2023-01-23,500.00,,POLI CONTRI JUDGE MUNICIPAL COURT,,,FRIENDS OF KHOURY,,KHOURY,NICOLE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5704,,,CCM,FRIENDS OF SAM MELDEN,,,,,,3725 BRUNSWICK DRIVE,,TOLEDO,OH,43606,,,2023-02-23,300.00,,POLI CONTRI TOLEDO CITY COUNCIL,,,FRIENDS OF SAM MELDEN,,MELDEN,SAM,,,,,,,,,,,,,,
SB29,C00322784,SB29.5713,,,CCM,FRIENDS OF THERESA MORRIS,,,,,,P.O. BOX 382,,TOLEDO,OH,43697,,,2023-04-25,300.00,,POLI CONTRI TOLEDO CITY COUNCIL,,,FRIENDS OF THERESA MORRIS,,MORRIS,THERESA,,,,,,,,,,,,,,
SB29,C00322784,SB29.5707,,,CCM,HOWE FOR JUDGE,,,,,,"LILA SHOUSHER, TREASURER",3220 N REACH,OREGON,OH,43616,,,2023-02-23,500.00,,POLI CONTRI TOLEDO MUNICIPAL COURT,,,HOWE FOR JUDGE,,HOWE,JOE,,,,,,,,,,,,,,
SB29,C00322784,SB29.5703,,,PTY,LUCAS COUNTY DEMOCRATIC PARTY,,,,,,1817 MADISON AVE,"KAREN POORE, TREASURER",TOLEDO,OH,43604,,,2023-02-23,250.00,,POLITICAL CONTRIBUTION,,,LUCAS COUNTY DEMOCRATIC PARTY - 1817 MADISON AVE,,,,,,,,,,,,,,,,,
SB29,C00322784,SB29.5716,,,PTY,LUCAS COUNTY DEMOCRATIC PARTY,,,,,,1817 MADISON AVE,"KAREN POORE, TREASURER",TOLEDO,OH,43604,,,2023-05-22,700.00,,POLITICAL CONTRIBUTION,,,LUCAS COUNTY DEMOCRATIC PARTY - 1817 MADISON AVE,,,,,,,,,,,,,,,,,
SB29,C00322784,SB29.5708,,,CCM,OREGON DEMOCRATIC CLUB,,,,,,1020 GRASSER ST,,OREGON,OH,43616,,,2023-02-23,500.00,,POLITICAL CONTRIBUTION,,,OREGON DEMOCRATIC CLUB,,,,,,,,,,,,,,,,,
