form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00215285,SB23.5805,,,PAC,ALAMO PAC,,,,,,919 CONGRESS AVE,SUITE 1400,AUSTIN,TX,78701,,,2023-05-25,5000.00,,Contribution 2023,011,C00387464,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5758,,,PAC,AMERICA'S FIRST PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-05-05,2500.00,,2023 Donation,011,C00524314,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5753,,,PAC,AMERIPAC,,,,,,140 COVANT #2,,MANCHESTER,NH,03102,,,2023-05-05,5000.00,,2023 Donation,011,C00348920,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5779,,,PAC,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),,,,,,PO BOX 1672,,ALEXANDRIA,VA,22313,,,2023-05-10,2500.00,,2023 Donation,011,C00413948,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5757,,,CCM,BIG IDEAS CREATE EXCELLENCE - BICE PAC,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,,,2023-05-05,500.00,,2023 Donation,011,C00765644,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5807,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-05-25,2000.00,,Contribution,011,C00786194,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5782,,,CCM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,P2024,,2023-05-10,1000.00,,Donation,011,C00725465,,,,,,,,H,OR,02,,,,,,,,
SB23,C00215285,SB23.5808,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,VERNON,CT,06066,P2024,,2023-05-25,2500.00,,Contribution,011,C00410233,,,,,,,,H,CT,02,,,,,,,,
SB23,C00215285,SB23.5810,,,PAC,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,,,2023-05-25,1500.00,,2023 Contribution,011,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5784,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,P2024,,2023-05-10,2500.00,,Donation,011,C00774281,,,,,,,,H,AL,05,,,,,,,,
SB23,C00215285,SB23.5769,,,CCM,DARRELL ISSA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE SUITE 150,,IRVINE,CA,92618,P2024,,2023-05-05,2500.00,,Donation,011,C00721332,,,,,,,,H,CA,48,,,,,,,,
SB23,C00215285,SB23.5751,,,PTY,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,,,2023-05-31,15000.00,,2023 Donation,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5780,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-05-10,1000.00,,Donation,011,C00575167,,,,,,,,H,NE,02,,,,,,,,
SB23,C00215285,SB23.5749,,,PTY,DSCC,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,,,2023-05-31,15000.00,,2023 Donation,011,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5786,,,PAC,EUREKA POLITICAL ACTION COMMITTEE,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-05-10,5000.00,,2023 Donation,011,C00390161,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5788,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,P2024,,2023-05-10,1500.00,,Donation,011,C00116632,,,,,,,,H,KY,05,,,,,,,,
SB23,C00215285,SB23.5789,,,PAC,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,P2024,,2023-05-10,2500.00,,Donation,011,C00504522,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5791,,,PAC,IMPACT COMMITTEE,,,,,,107 S WEST STREET,SUITE 176,ALEXANDRIA,VA,22314,,,2023-05-10,2500.00,,2023 Donation,011,C00525238,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5767,,,PAC,INVEST IN A STRONG AND SECURE AMERICA,,,,,,PO BOX 3799,,VISTA,CA,92085,,,2023-05-05,2500.00,,2023 Donation,011,C00450320,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5766,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,PO BOX 981415,,WEST SACRAMENTO,CA,95799,P2024,,2023-05-05,2500.00,,Donation,011,C00720078,,,,,,,,H,CA,23,,,,,,,,
SB23,C00215285,SB23.5793,,,PAC,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,,,2023-05-10,5000.00,,2023 Donation,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5797,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,P2024,,2023-05-10,1000.00,,Donation,011,C00675108,,,,,,,,H,NY,25,,,,,,,,
SB23,C00215285,SB23.5812,,,PAC,JULIA LETLOW FOR CONGRESS,,,,,,PO BOX 539,,RAYVILLE,LA,71269,P2024,,2023-05-25,1000.00,,Contribution,011,C00766428,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.5762,,,CCM,KAY GRANGER CAMPAIGN FUND,,,,,,1701 RIVER RUN,STE 308,FORT WORTH,TX,76107,P2024,,2023-05-05,3000.00,,Donation,011,C00310532,,,,,,,,H,TX,12,,,,,,,,
SB23,C00215285,SB23.5795,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-05-10,1000.00,,Donation,011,C00257337,,,,,,,,H,CA,41,,,,,,,,
SB23,C00215285,SB23.5804,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-05-17,1000.00,,Donation,011,C00257337,,,,,,,,H,CA,41,,,,,,,,
SB23,C00215285,SB23.5739,,,CCM,LAMBORN FOR CONGRESS,,,,,,P.O. BOX 64107,,COLORADO SPRINGS,CO,80962,P2024,,2023-05-05,1000.00,,contribution,011,C00420745,,,,,,,,H,CO,05,,,,,,,,
