form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00032995,B881244,,,CCM,Hooper for Council 2024,,,,,,40 4th Street #268,,Petaluma,CA,94954,G2024,,2024-08-21,1000.00,,G-2024 Town Council 5 CA,011,,,,Hooper,Blake,,,,,CA,05,,,,,,,,
SB29,C00032995,B881251,,,CCM,Holli Thier for Tiburon Town Council,,,,,,6 Beach Road #643,,Tiburon,CA,94920,G2024,,2024-08-21,1500.00,,G-2024 Town Council  CA,011,,,,Thier,Holli,,,,,CA, ,,,,,,,,
SB29,C00032995,B880301,,,CCM,Bobby Powell Jr. Campaign Fund,,,,,,5200 Foxhall Dr. South,,West Palm Beach,FL,33417,P2024,,2024-08-08,1000.00,,P-2024 Co. Comm. Palm Beach 7 FL,011,,,,Powell,Bobby,,,Jr.,,FL, ,,,,,,,,
SB29,C00032995,B879980,,,CCM,Friends of Stephanie Howse,,,,,,2428 St. Clair Ave,,Cleveland,OH,44114,G2024,,2024-08-07,1500.00,,G-2024 State House 11 OH,011,,,,Howse,Stephanie,,,,H,OH,11,,,,,,,,
SB29,C00032995,B880297,,,CCM,DePasquale for AG,,,,,,PO Box 53043,,Pittsburgh,PA,15219,G2024,,2024-08-08,2500.00,,G-2024 State Att. General  PA,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00032995,B880296,,,CCM,Committee to Elect Erin McClelland,,,,,,924 PAINTER AVE,,NATRONA HEIGHTS,PA,15065,G2024,,2024-08-08,3000.00,,G-2024 State Treasurer  PA,011,,,,McClelland,Erin,,,,,PA, ,,,,,,,,
SB29,C00032995,B880298,,,CCM,Friends of Nick Pisciottano,,,,,,P.O. Box 338,,West Mifflin,PA,15122,G2024,,2024-08-08,1250.00,,G-2024 State Senate 45 PA,011,,,,Pisciottano,Nick,,,,S,PA,45,,,,,,,,
SB29,C00032995,B879432,,,CCM,LuAnn Bird for Assembly,,,,,,5155 Brandons Ct.,,Hales Corners,WI,53130,O2024,Election Cycle,2024-08-07,250.00,,O-2024 State House 84 WI,011,,,,Bird,LuAnn,,,,H,WI,84,,,,,,,,
SB29,C00032995,B879430,,,CCM,Friends of David Cullen,,,,,,2845 N. 68th Street,,Milwaukee,WI,53210,O2024,Election Cycle,2024-08-07,250.00,,O-2024 State House 13 WI,011,,,,Cullen,David,,,,H,WI,13,,,,,,,,
SB29,C00032995,B879431,,,CCM,Friends of Robyn Vining,,,,,,2546 N 66 St.,,Wauwatosa,WI,53213,O2024,Election Cycle,2024-08-07,250.00,,O-2024 State House 13 WI,011,,,,Vining,Robyn,,,,H,WI,13,,,,,,,,
SB29,C00032995,B877268,,,CCM,Friends of Kalan Haywood,,,,,,129 W Brown St,,Milwaukee,WI,53212,O2024,Election Cycle,2024-08-22,-250.00,,O-2024 State House 17 WI,011,,,,Haywood,Kalan,,,,H,WI,17,,,,,,,,Void check originally dated 6/28/24
SB29,C00032995,B877267,,,CCM,Supreme for Assembly,,,,,,2929 N. 59th St,,Milwaukee,WI,53210,O2024,Election Cycle,2024-08-22,-250.00,,O-2024 State House 10 WI,011,,,,Omokunde,Supreme,,,,H,WI,10,,,,,,,,Void check originally dated 6/28/24
