form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00663211,SE.22583,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-07-12,2100.00,2024-07-11,98662.08,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22584,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-07-12,700.00,2024-07-11,99362.08,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22586,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-07-19,1200.00,2024-07-17,101512.08,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22588,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-07-19,975.00,2024-07-19,103567.53,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22592,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-07-28,850.00,2024-07-29,107453.07,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22597,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-06,750.00,2024-08-05,108743.29,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22598,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-09,975.00,2024-08-07,109718.29,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22602,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-12,975.00,2024-08-12,116090.29,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22606,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-14,975.00,2024-08-15,117965.67,Billboard Advertising,,C00663211,S,P00009423,Harris,Kamala,,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22610,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-21,700.00,2024-08-21,125951.62,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22611,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-08-24,1200.00,2024-08-27,127151.62,Billboard Advertising,,C00663211,S,P00009423,Harris,Kamala,,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22612,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-07,700.00,2024-09-04,127851.62,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22613,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-07,800.00,2024-09-04,128651.62,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22622,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-12,600.00,2024-09-10,148883.73,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22616,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-12,175.00,2024-09-12,159158.73,Billboard Advertising,,C00663211,S,P00009423,Harris,Kamala,,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22625,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-20,800.00,2024-09-17,160908.73,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22627,,,ORG,"Grey Outdoor, LLC",,,,,,P.O. Box 1591,,Wrightsville Beach,NC,28480,G2024,,2024-09-29,1350.00,2024-09-23,172208.73,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22577,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-07-01,1153.60,2024-07-01,88779.63,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22580,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-07-03,2060.00,2024-07-02,90839.63,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22579,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-07-04,1442.00,2024-07-05,92281.63,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22614,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-09-07,6214.26,2024-09-04,134865.88,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22623,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-09-12,3417.85,2024-09-09,148283.73,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22620,,,ORG,Lamar Advertising,,,,,,5321 Corporate Blvd.,,Baton Rouge,LA,70808,G2024,,2024-09-20,2200.00,2024-09-20,168858.73,Billboard Advertising,,C00663211,S,P00009423,Harris,Kamala,,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
SE,C00663211,SE.22582,,,ORG,Matrix Media Services,,,,,,463 E Town St,,Columbus,OH,43215,G2024,,2024-07-10,1080.45,2024-07-10,96562.08,Billboard Advertising,,C00663211,O,P80001571,Trump,Donald,J.,,,P,00,DC,Taylor,Claude,,,,2024-12-03,
