form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00764290,EB888,,,COM,2024 THUNE REPUBLICAN SENATE VICTORY,,,,,,228 S. WASHINGTON ST.,SUITE 115,Alexandria,VA,22314,,,2024-09-25,2500.00,,,011,C00837435,2024 THUNE REPUBLICAN SENATE VICTORY,,COMMITTEE,JOINT FUNDRAISING,,,,,,,,,,,,,,
SB23,C00764290,XB14EB888,EB888,SB23,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,Sioux Falls,SD,57101,P2028,,2024-09-25,2500.00,,,011,C00409581,FRIENDS OF JOHN THUNE,,THUNE,JOHN,,,,S,SD,,2024 THUNE REPUBLICAN SENATE VICTORY,228 S. WASHINGTON ST.,SUITE 115,Alexandria,VA,22314,X,
SB23,C00764290,EB878,,,COM,CASEY KEYSTONE VICTORY FUND,,,,,,PO BOX 58746,,Philadelphia,PA,19102,,,2024-09-25,2500.00,,,011,C00545830,CASEY KEYSTONE VICTORY FUND,,COMMITTEE,JOINT FUNDRAISING,,,,,,,,,,,,,,
SB23,C00764290,EB884,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,"8175 E. EVANS RD., #13176",,Scottsdale,AZ,85267,G2024,,2024-09-25,1000.00,,,011,C00540617,FRIENDS OF DAVID SCHWEIKERT,,SCHWEIKERT,DAVID,,,,H,AZ,01,,,,,,,,
SB23,C00764290,EB882,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,"824 S. MILLEDGE AVE., SUITE 101",,Athens,GA,30605,G2024,,2024-09-25,1000.00,,,011,C00720078,JAY OBERNOLTE FOR CONGRESS,,OBERNOLTE,JAY,,,,H,CA,23,,,,,,,,
SB23,C00764290,EB879,,,CCM,LARSON FOR CONGRESS,,,,,,PO BOX 261172,,Hartford,CT,06126,G2024,,2024-09-25,1500.00,,,011,C00330142,LARSON FOR CONGRESS,,LARSON,JOHN,,,,H,CT,01,,,,,,,,
SB23,C00764290,EB887,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,"9070 IRVINE CENTER, SUITE 150",,Irvine,CA,92618,G2024,,2024-09-25,1500.00,,,011,C00704981,MICHELLE STEEL FOR CONGRESS,,STEEL,MICHELLE,,,,H,CA,45,,,,,,,,
SB23,C00764290,EB886,,,COM,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,Bethesda,MD,20824,,,2024-09-25,2500.00,,,011,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00764290,EB880,,,CCM,NICOLE FOR NEW YORK,,,,,,PO BOX 60487,,Staten Island,NY,10306,G2024,,2024-09-25,1000.00,,,011,C00694778,NICOLE FOR NEW YORK,,MALLIOTAKIS,NICOLE,,,,H,NY,11,,,,,,,,
SB23,C00764290,EB881,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,Washington,DC,20003,,,2024-09-25,2500.00,,,011,C00075820,NRCC,,PARTY,POLITICAL,,,,,,,,,,,,,,
SB23,C00764290,EB883,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,PO BOX 1318,,Deerfield,IL,60015,G2024,,2024-09-25,1000.00,,,011,C00495952,SCHNEIDER FOR CONGRESS,,SCHNEIDER,BRAD,,,,H,IL,10,,,,,,,,
SB23,C00764290,EB885,,,COM,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,,,,,"910 17TH ST., NW, SUITE 925",,Washington,DC,20006,,,2024-09-25,1000.00,,,011,C00563601,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
