form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15121594,,,CCM,Jonathan Jackson For Congress,,,,,,PO Box 15333,,Chicago,IL,60615,P2024,,2023-01-27,1000.00,0.00,Contribution,011,C00802603,Jonathan Jackson For Congress,H2IL01349,Jackson,Jonathan,,,,H,IL,01,,,,,,,,Contribution
SB23,C00158881,15121595,,,CCM,Robin Kelly For Congress,,,,,,P.O. Box 101199,,Chicago,IL,60610,P2024,,2023-01-27,1500.00,0.00,Contribution,011,C00539866,Robin Kelly For Congress,H2IL02172,Kelly,Robin,,,,H,IL,02,,,,,,,,Contribution
SB23,C00158881,15121596,,,PAC,Velvet Hammer PAC,,,,,,P.O Box 14362,,Saint Paul,MN,55114,,,2023-01-27,1500.00,0.00,Contribution,011,C00692111,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15121597,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,,,H,CA,33,,,,,,,,Contribution
SB23,C00158881,15121598,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,A.,,,S,WY,,,,,,,,,Contribution
SB23,C00158881,15121599,,,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,60015,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00495952,Schneider For Congress,H2IL10068,Schneider,Bradley,S.,,,H,IL,10,,,,,,,,Contribution
SB23,C00158881,15121600,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Avenue #1448,,Janesville,WI,53545,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,George,,,H,WI,01,,,,,,,,Contribution
SB23,C00158881,15121601,,,CCM,DelBene For Congress,,,,,,P.O. Box 477,,Kirkland,WA,98083,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00459099,DelBene For Congress,H0WA08046,DelBene,Suzan,K.,,,H,WA,01,,,,,,,,Contribution
SB23,C00158881,15121602,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,P2024,,2023-01-27,2500.00,0.00,Contribution,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,Contribution
SB23,C00158881,15121603,,,PAC,Jobs and Innovation Matter PAC (JIM PAC),,,,,,P.O. Box 15320,,Washington,DC,20003,,,2023-01-27,2500.00,0.00,Contribution,011,C00494112,,,,,,,,,,,,,,,,,,Contribution
