form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00109546,6C5DA6E018E6D2B64F1,,,COM,Bird for Iowa,,,,,,PO Box 7,,Dexter,IA,50070,,,2024-05-23,2500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,C2A36577DE4F1B54CA8,,,COM,Committee to Elect Cleave Simpson,,,,,,6512 County Road 12 South,,Alamosa,CO,81101,,,2024-05-17,-225.00,,2024 Primary,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,1476F8B3AAA3352C8D5,,,COM,Committee to Elect Rick Niemeyer,,,,,,13304 W 181st St.,,Lowell,IN,46356,,,2024-05-22,-500.00,,2026 Primary,011,,,,,,,,,,,,,,,,,,,Check was not delivered.
SB29,C00109546,D271641A959690EDAB7,,,COM,Jack PAC,,,,,,915 Lewisburg Pike,,Franklin,TN,370645729,,,2024-05-22,-1000.00,,2023 Contribution,011,,,,,,,,,,,,,,,,,,,Check not delivered.
SB29,C00109546,3967AD77FC0CC206D24,,,COM,Jimmy Blacklock Campaign,,,,,,PO Box 1588,,Austin,TX,787671588,,,2024-05-23,2500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,A1177F3FDBF7F59BA13,,,COM,McCluskie For Colorado Leadership Fund,,,,,,502 VAIL CIRCLE,,Dillon,CO,80435,,,2024-05-22,-360.00,,2023 Contribution,011,,,,,,,,,,,,,,,,,,,Check was not delivered
SB29,C00109546,00A8C9985B4FFEA7C10,,,COM,ROSE FOR COLORADO,,,,,,9580 LIZARD ROCK TRAIL,,Colorado Springs,CO,80924,,,2024-05-17,-225.00,,2024 Primary,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,FAA1177C730C6AF5FD2,,,COM,Taggart for House District 55,,,,,,"335 Shadow Lake Cir.,",,Grand Junction,CO,81507,,,2024-05-17,-225.00,,2024 General,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,C08DCE907590A291498,,,COM,Vote Perry Will,,,,,,3400 County Rd 312,,New Castle,CO,81647,,,2024-05-17,-225.00,,2024 Primary,011,,,,,,,,,,,,,,,,,,,
SB29,C00109546,01DE295500449A29DA8,,,COM,WAYLON BROWN FOR STATE SENATE,,,,,,109 S Summer St,,Saint Ansgar,IA,504729548,,,2024-05-23,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
