form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00527226,BE171,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Jones,Kermit,,,,H,03,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE172,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Bera,Ami,,,,H,06,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE173,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Matsui,Doris,,,,H,07,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE174,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Harder,Josh,,,,H,09,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE175,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Lee,Barbara,,,,H,12,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE176,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Gray,Adam,,,,H,13,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE177,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.96,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Swalwell,Eric,,,,H,14,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE178,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Lofgren,Zoe,,,,H,18,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE179,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Khanna,Ro,,,,H,17,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE180,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Eshoo,Anna,,,,H,16,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE181,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Panetta,Jimmy,,,,H,19,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE182,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Costa,Jim,,,,H,21,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE183,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Salas,Rudy,,,,H,22,CA,Babb,Lauren,,,,2024-02-01,
SE,C00527226,BE184,,,ORG,Planned Parenthood Advocates Mar Monte,,,,,,1691 The Alameda,,San Jose,CA,95126,G2022,,2022-11-04,1.95,2023-02-01,0.00,Online voter guide and email blasts,,,S,,Padilla,Alex,,,,S,,CA,Babb,Lauren,,,,2024-02-01,
