form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00603084,500348989,,,ORG,Chase Cardmember Services,,,,,,PO Box 1423,,Charlotte,NC,282011423,,,2024-04-16,7405.08,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,
SB29,C00603084,500348990,500348989,SB29,PAC,ACTBLUE,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-04-16,1000.00,0.00,Software,,C00401224,ACTBLUE,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500348992,500348989,SB29,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-04-16,50.40,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500348996,500348989,SB29,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-04-16,150.17,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500348993,500348989,SB29,ORG,America Votes,,,,,,1155 Connecticut Ave NW,Ste 600,Washington,DC,200364324,,,2024-04-16,850.00,0.00,Event Space,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500348994,500348989,SB29,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-04-16,886.78,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500348995,500348989,SB29,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-04-16,10.00,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349003,500348989,SB29,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-04-16,633.60,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349004,500348989,SB29,ORG,JetBlue,,,,,,11829 QUEENS Blvd,# 11375,Forest Hills,NY,11375,,,2024-04-16,306.20,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349005,500348989,SB29,ORG,Kimpton Hotels,,,,,,222 Kearny St,Ste 200,San Francisco,CA,941084537,,,2024-04-16,467.73,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349007,500348989,SB29,ORG,Lyft,,,,,,2300 Harrison St,,San Francisco,CA,941102013,,,2024-04-16,421.75,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349008,500348989,SB29,ORG,"Moxy Washington, DC Downtown",,,,,,1011 K St NW,,Washington,DC,200014403,,,2024-04-16,657.79,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349009,500348989,SB29,ORG,Office Depot,,,,,,6600 N Military Trl,,Boca Raton,FL,334962434,,,2024-04-16,238.37,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349016,500348989,SB29,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,606067147,,,2024-04-16,262.10,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500349017,500348989,SB29,ORG,Viceroy Washington DC,,,,,,1430 Rhode Island Ave NW,,Washington,DC,200055401,,,2024-04-16,737.80,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00603084,500347146,,,ORG,Docebo NA Inc.,,,,,,600 N Thomas St,Ste A,Athens,GA,306012639,,,2024-04-12,12490.39,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB29,C00603084,500350743,,,ORG,Paychex,,,,,,20 F St NW,Fl 7,Washington,DC,200016700,,,2024-04-12,2400.00,0.00,Payroll Taxes,,,,,,,,,,,,,,,,,,,,Health Insurance
SB29,C00603084,500350718,,,ORG,Sixteen Thirty Fund,,,,,,1828 L St NW,Ste 300B,Washington,DC,200365109,,,2024-04-01,12500.00,0.00,In-Kind Contribution Database use,,,,,,,,,,,,,,,,,,,,
SB29,C00603084,500349655,,,ORG,Voting Rights Defense Fund,,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,,,2024-04-01,5000.00,0.00,Donations,,,,,,,,,,,,,,,,,,,,
