form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00825786,SB59,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-03,60.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB58,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-10,20.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB57,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-20,68.90,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB56,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-21,92.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB55,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-26,8.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB54,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-04-27,8.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB53,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-01,20.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB52,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-04,77.20,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB51,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-05,281.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB50,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-06,8.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB49,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-08,2.10,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB48,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-12,28.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB47,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-16,80.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB46,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-22,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB45,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-23,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB44,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-05-27,20.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB43,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-01,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB42,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-02,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB41,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-05,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB40,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-07,105.20,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB39,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-12,40.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB37,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-16,44.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB38,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-16,20.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB36,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-19,70.90,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB35,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-23,152.60,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB34,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-27,116.30,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB33,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-29,164.10,,Processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00825786,SB32,,,ORG,Anedot,,,,,,1920 McKinney Ave Fl 7,,Dallas,TX,75201,P2024,,2023-06-30,95.20,,Processing fee,,,,,,,,,,,,,,,,,,,,
