form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00190991,SB29.20763,,,CCM,Anthony Bucco for Senate,,,,,,38 Lakewood Drive,,Denville,NJ,07834,,,2023-12-29,-2600.00,,Check Voided,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20775,,,COM,Brian P Stack Civic Association,,,,,,P.O. Box 4507,,Union City,NJ,07087,,,2023-10-12,2400.00,,Dinner Tickets,003,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20792,,,COM,Brian P Stack Civic Association,,,,,,P.O. Box 4507,,Union City,NJ,07087,,,2023-12-08,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20773,,,CCM,Committee to Elect James P. Dodd - Mayor,,,,,,331 Richards Avenue,,Dover,NJ,07801,,,2023-10-12,2600.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20774,,,COM,Democratic Committee of Bergen County,,,,,,"45 Essex Street, Suite 204",,Hackensack,NJ,07601,,,2023-10-12,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20793,,,CCM,EFO Senator Paul Sarlo,,,,,,9 Lincoln Avenue,,Rutherford,NJ,07070,,,2023-12-08,1000.00,,Dinner Tickets,003,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20782,,,CCM,EFO William O'Dea,,,,,,444 Westside Avenue,,Jersey City,NJ,07304,,,2023-11-28,1500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20762,,,CCM,Friends of Amy DeGise,,,,,,P.O. Box 893,,Bayonne,NJ,07002,,,2023-12-29,-500.00,,Check Voided,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20787,,,CCM,Jill Space For Commissioner,,,,,,P.O. Box 263,,Sussex,NJ,07461,,,2023-11-29,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20771,,,CCM,Moriarty For Senate,,,,,,P.O. Box 1368,,Blackwood,NJ,08012,,,2023-10-12,1000.00,,Contributionsd,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20783,,,COM,MorrisTown First Democrats 2025,,,,,,c/o Scorpion Consulting,P.O. Box 1944,Caldwell,NJ,07006,,,2023-11-29,2500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20777,,,ORG,NJ State AFL-CIO COPE,,,,,,106 West State Street,,Trenton,NJ,08608,,,2023-10-12,2500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20778,,,PAC,NJ State Pipe Trades PAC Fund,,,,,,2 Iron Ore Road @ Route 33,,Englishtown,NJ,07726,,,2023-10-12,990.14,,Non-Federal Affiliate/Transfer,008,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20791,,,PAC,NJ State Pipe Trades PAC Fund,,,,,,2 Iron Ore Road @ Route 33,,Englishtown,NJ,07726,,,2023-12-08,1650.54,,Non-Federal Affiliate/Transfer,008,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20767,,,PAC,Raguseo for Mayor,,,,,,"344 Grove Street, PMB 288",,Jersey City,NJ,07302,,,2023-10-12,300.00,,,012,,"Comm. To Elect Hurley, Marfino & Yampaglia",,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20765,,,CCM,Romano for Commissioner,,,,,,2 Marine View - Plaza 22A,,Hoboken,NJ,07030,,,2023-10-12,1000.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20794,,,CCM,Romano for Commissioner,,,,,,2 Marine View - Plaza 22A,,Hoboken,NJ,07030,,,2023-12-08,1000.00,,Dinner Tickets,003,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20772,,,CCM,Schaer for Assembly,,,,,,511 Passaic Avenue,,Passaic,NJ,07055,,,2023-10-12,2500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20766,,,CCM,Shavonda Sumter for Assembly,,,,,,P.O. Box 2136,,Paterson,NJ,07509,,,2023-10-12,500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20789,,,CCM,Stamato for Assembly,,,,,,19 Half Moon Isle,,Jersey City,NJ,07305,,,2023-11-30,500.00,,Dinner Tickets,003,,,,,,,,,,,,,,,,,,,
SB29,C00190991,SB29.20786,,,CCM,Tedesco for County Executive,,,,,,"242 Oradell Avenue, 2nd Floor",,Paramus,NJ,07652,,,2023-11-29,2500.00,,Contributions,012,,,,,,,,,,,,,,,,,,,
