form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00606962,SE.201228,,,ORG,"ACORN Graphix, LLC",,,,,,3634 Woodpath Drive,,Florissant,MO,63031,G2024,,2024-09-13,750.00,2024-09-12,6500.87,Printed literature design #1815420,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,
SE,C00606962,SE.201240,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-04,100000.00,2024-09-04,2346.83,Estimated canvassing #1814322,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201241,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-13,100000.00,2024-09-13,8569.97,Estimated canvassing #1815420,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201242,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-15,100000.00,2024-09-15,8569.97,Estimated canvassing #1816083,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201243,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-18,200000.00,2024-09-18,8569.97,Estimated canvassing #1818314,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201244,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-22,25000.00,2024-09-22,0.00,Estimated canvassing #1818496,001,C00606962,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201247,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-23,50000.00,2024-09-23,36389.24,Estimated canvassing #1818591,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201248,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-24,553100.00,2024-09-24,36389.24,Canvassing #1818938,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201249,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-25,140957.50,2024-09-25,36389.24,Estimated canvassing #1818742,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201251,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-25,100000.00,2024-09-25,36389.24,Estimated canvassing #1818938,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201246,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-26,83850.00,2024-09-26,0.00,Estimated canvassing #1818938,001,C00606962,S,S6PA00217,CASEY,ROBERT P. JR.,,,,S,,PA,Boland,Michael,,,,2024-12-05,X
SE,C00606962,SE.201253,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-09-29,104000.00,2024-09-29,40885.97,Estimated canvassing #1819527,001,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-12-05,X
